Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude
14,Jayanagar,48,13.08590227,77.51921359
2,Jayanagar,67,13.04658301,77.66927106
17,Basavanagudi,25,12.90024039,77.5717472
20,Basavanagudi,192,13.00931914,77.72092247
4,Whitefield,119,13.03978641,77.63803686
13,Marathahalli,152,12.90236146,77.7429659
18,Basavanagudi,9,12.87333258,77.52370093
3,Yelahanka,136,12.93794494,77.72718751
19,Yelahanka,95,12.88393859,77.55711673
5,BTM Layout,59,12.99142793,77.63659024
1,Koramangala,17,12.95602873,77.50235246
9,HSR Layout,171,12.96560608,77.67793554
8,Marathahalli,95,12.98571587,77.74347513
3,Yelahanka,196,13.09551304,77.68622783
2,Malleshwaram,132,13.04815892,77.63473902
1,Yelahanka,101,13.00736787,77.58446419
12,Jayanagar,136,12.9409264,77.55357089
13,HSR Layout,42,12.85676734,77.57570378
10,BTM Layout,49,12.8791319,77.54848649
17,Whitefield,6,13.03271681,77.69981296
11,Yelahanka,73,12.94230098,77.71793334
5,Koramangala,170,12.93360936,77.73489731
9,BTM Layout,32,13.07224459,77.5755087
13,Yelahanka,143,12.97112722,77.61386576
20,Marathahalli,82,13.07489426,77.62306863
11,Marathahalli,69,13.07165963,77.64532645
4,BTM Layout,114,12.87004532,77.4507369
11,Whitefield,27,13.08634074,77.7028069
9,Malleshwaram,66,12.86923872,77.5304422
7,Malleshwaram,187,13.09087653,77.59164922
16,Yelahanka,156,12.96315373,77.70247048
5,Yelahanka,152,13.04021517,77.74905684
6,BTM Layout,51,13.02653609,77.68846505
19,Indiranagar,149,12.97962374,77.45744997
1,Jayanagar,159,13.0048637,77.56062625
16,Jayanagar,75,13.08747955,77.52416319
18,Koramangala,50,13.08183787,77.73923952
13,Yelahanka,92,13.01358151,77.52926867
1,Koramangala,112,13.01442967,77.73300506
10,BTM Layout,168,12.91173467,77.73125525
7,Whitefield,68,13.05715587,77.70182309
5,HSR Layout,106,13.00815083,77.47942153
13,HSR Layout,144,13.0565622,77.45059857
16,Yelahanka,76,13.0144631,77.68816493
20,Yelahanka,86,12.92483001,77.70298972
14,Indiranagar,107,12.89737035,77.73865451
11,BTM Layout,191,12.86924146,77.51551478
19,Whitefield,56,12.99649873,77.66994394
2,Basavanagudi,80,12.92101284,77.60571933
8,BTM Layout,24,13.00762738,77.54854466
13,Basavanagudi,28,12.86466411,77.6318873
7,Marathahalli,121,12.94391577,77.61445982
12,Jayanagar,93,12.9151383,77.53768832
8,Yelahanka,85,12.94258352,77.53053874
16,Indiranagar,112,12.86357086,77.59597407
18,Yelahanka,122,13.03104535,77.59221095
19,HSR Layout,89,12.87917433,77.54061581
4,Yelahanka,31,12.85360066,77.52911935
12,HSR Layout,143,13.08657228,77.73629222
16,Koramangala,111,12.8982191,77.70871115
17,Yelahanka,42,13.05701532,77.69503373
4,BTM Layout,102,13.09111765,77.51428513
20,Basavanagudi,50,12.9835303,77.50678731
9,BTM Layout,124,12.98152954,77.69279871
5,Malleshwaram,133,12.94185431,77.5054023
17,HSR Layout,176,12.95639872,77.60106078
17,Marathahalli,13,12.97051885,77.51642654
2,Malleshwaram,32,12.8880236,77.56342094
2,Koramangala,195,12.94118418,77.70603627
7,BTM Layout,79,13.05402711,77.7174255
4,Marathahalli,91,12.89559953,77.74900378
13,Basavanagudi,158,13.03246331,77.73317128
20,Whitefield,6,13.01289665,77.65137522
11,Indiranagar,25,12.86432444,77.5795178
3,Yelahanka,156,12.85560722,77.46730771
2,Yelahanka,190,12.93813212,77.63244983
16,Whitefield,150,13.02304257,77.5132042
3,Yelahanka,68,12.93260448,77.70504089
15,BTM Layout,143,13.01693333,77.61466966
17,Whitefield,26,13.01636454,77.6700505
16,Malleshwaram,191,13.05163866,77.65204851
20,Malleshwaram,18,12.8748714,77.55419936
7,Koramangala,73,12.99428222,77.67772582
16,Indiranagar,191,12.86562428,77.70301257
5,Jayanagar,62,12.89398679,77.67323913
2,Whitefield,68,12.93137523,77.68304203
1,Jayanagar,48,13.02684731,77.55800466
13,Yelahanka,178,13.09346949,77.73310638
16,Whitefield,63,12.9356302,77.57737164
5,Indiranagar,197,12.98028612,77.71911507
3,Koramangala,134,12.9147639,77.70734282
15,Basavanagudi,186,13.01887241,77.48729929
16,Malleshwaram,51,12.94164647,77.73988117
11,HSR Layout,12,12.97039904,77.74890251
19,HSR Layout,175,12.99195322,77.63184396
18,Malleshwaram,126,13.02156058,77.68493302
9,Yelahanka,9,12.86501292,77.73010611
8,Koramangala,7,12.98872527,77.45600732
19,Koramangala,157,12.95779102,77.72899701
5,Basavanagudi,179,12.88344127,77.63820984
17,Yelahanka,183,12.90200917,77.69853692
5,Malleshwaram,187,13.07097252,77.61221668
14,Basavanagudi,184,13.067944,77.60916381
7,BTM Layout,150,12.85833256,77.71925546
9,Jayanagar,146,13.02235037,77.6022416
17,HSR Layout,58,12.98854683,77.59153681
3,Marathahalli,40,13.08495396,77.63245664
8,HSR Layout,89,13.07700143,77.60557099
13,Yelahanka,31,12.99489048,77.58388609
16,Indiranagar,184,12.88473873,77.50415715
10,HSR Layout,163,12.96495376,77.56922015
18,Whitefield,26,13.03129109,77.53461371
3,Koramangala,196,13.08793416,77.57013942
12,HSR Layout,106,12.94095735,77.62794749
16,Whitefield,84,13.04616787,77.63265552
18,Jayanagar,162,13.02083519,77.52159844
17,HSR Layout,76,12.86957319,77.47534359
7,BTM Layout,144,12.98949421,77.67333131
19,HSR Layout,123,12.89587721,77.60857121
8,HSR Layout,42,13.02088732,77.5826304
17,Yelahanka,133,13.00252121,77.48887864
7,Marathahalli,61,13.09326202,77.57439913
1,BTM Layout,44,13.08384567,77.69545262
8,HSR Layout,35,12.85234321,77.62443069
19,HSR Layout,108,12.87000736,77.47729265
20,HSR Layout,91,13.04228358,77.54968254
20,Whitefield,128,13.02141077,77.74394061
10,Jayanagar,1,13.0502364,77.61335224
12,Indiranagar,43,12.91670373,77.53591882
1,Indiranagar,32,13.06233069,77.72403342
4,Indiranagar,103,12.96060487,77.55080019
4,Malleshwaram,191,12.91547712,77.6689722
9,Indiranagar,33,12.85265194,77.49416615
15,HSR Layout,95,13.06784101,77.49694793
15,Whitefield,109,12.98383596,77.61839421
7,HSR Layout,66,13.09384552,77.521947
12,HSR Layout,30,13.02867035,77.46479963
3,Koramangala,10,12.87010429,77.72793963
20,Yelahanka,23,12.9970478,77.46679686
9,Jayanagar,97,12.85428113,77.66523137
14,Malleshwaram,39,12.98944546,77.54989575
13,Jayanagar,173,12.93755042,77.73005149
12,Indiranagar,123,13.01082396,77.74581572
1,HSR Layout,157,12.98539355,77.5506292
19,BTM Layout,158,12.91533758,77.62733205
16,Marathahalli,162,12.89058765,77.68189543
12,Marathahalli,180,12.95117787,77.4870228
10,Yelahanka,103,13.09670908,77.66283869
2,Malleshwaram,22,12.95892466,77.72185925
18,Whitefield,5,13.03719678,77.50355076
13,Yelahanka,139,12.86424338,77.70161303
6,Koramangala,160,12.94471644,77.48468104
12,HSR Layout,152,12.99508076,77.62049051
4,Basavanagudi,139,13.03779913,77.5518091
1,Malleshwaram,139,12.98209591,77.59151476
11,HSR Layout,145,12.97882389,77.54018966
8,BTM Layout,160,13.04097673,77.52816181
2,Jayanagar,83,12.92832193,77.67294176
2,Whitefield,155,12.87265263,77.51693396
16,Marathahalli,32,12.93678762,77.57252391
1,Malleshwaram,61,12.88974906,77.53236712
4,Malleshwaram,25,13.09148605,77.52159053
6,Jayanagar,64,12.99437789,77.63812883
20,BTM Layout,192,12.96165011,77.46362858
14,HSR Layout,156,13.07801297,77.68666962
20,Whitefield,168,13.07509035,77.61387022
15,Jayanagar,91,12.95392432,77.69853122
7,Jayanagar,142,13.06868184,77.5139048
7,Jayanagar,42,12.86600648,77.66282181
18,Malleshwaram,39,13.07142979,77.57617515
2,Malleshwaram,2,12.92764588,77.47304119
20,Malleshwaram,81,12.99128057,77.67574292
15,Malleshwaram,1,12.91742215,77.67865617
1,Whitefield,109,13.09619989,77.53127506
17,BTM Layout,160,12.867945,77.72481381
20,Basavanagudi,125,12.96173882,77.67919094
13,Whitefield,64,13.00524704,77.54202721
12,BTM Layout,159,13.00390306,77.52173268
15,HSR Layout,186,13.0346896,77.58202687
5,Koramangala,82,13.03110383,77.53783694
7,HSR Layout,78,13.04828568,77.51510692
8,BTM Layout,111,12.90857185,77.56973023
14,Jayanagar,142,12.94262662,77.45771127
4,Basavanagudi,197,12.94550828,77.57042332
14,Marathahalli,16,13.08895992,77.51649879
10,Yelahanka,197,12.95232796,77.52930026
16,Malleshwaram,54,12.9054673,77.47476599
11,Indiranagar,141,13.00808611,77.62667951
14,Marathahalli,124,12.95681673,77.59160277
14,Marathahalli,80,12.91252002,77.67518821
2,HSR Layout,79,13.02878387,77.74612959
13,Malleshwaram,159,12.89798132,77.4858602
3,Koramangala,197,13.00833851,77.53172753
18,BTM Layout,149,12.95763268,77.65473624
4,Malleshwaram,127,12.92979179,77.5211936
19,Indiranagar,158,13.08649557,77.45904425
16,Indiranagar,23,12.93110188,77.48294199
4,BTM Layout,38,12.93687684,77.58008808
19,Marathahalli,157,13.06765959,77.5792354
15,Malleshwaram,77,12.88226084,77.74169141
1,Indiranagar,32,12.87701719,77.58978501
16,BTM Layout,112,12.92067695,77.65342031
15,Yelahanka,190,12.99790898,77.5976603
16,Yelahanka,106,12.94607504,77.53097555
20,Whitefield,91,13.00213862,77.48163532
1,Malleshwaram,98,12.88993766,77.7077222
17,Basavanagudi,45,12.91536271,77.49579881
5,BTM Layout,49,12.99129058,77.47906808
5,Marathahalli,161,12.9042873,77.51414858
7,Koramangala,4,12.95570116,77.45074659
13,Indiranagar,146,12.99316197,77.47158954
12,Jayanagar,198,13.09341273,77.64055903
4,Malleshwaram,64,12.86997166,77.52306428
4,Indiranagar,156,12.96510349,77.55155363
6,Whitefield,108,12.94906774,77.70058993
15,BTM Layout,121,13.05606031,77.68186987
19,Marathahalli,186,13.07507428,77.59767443
6,Indiranagar,90,13.07675329,77.633893
12,Jayanagar,56,12.94378483,77.47574338
14,Koramangala,20,12.92616379,77.67847841
18,BTM Layout,77,12.96228431,77.60485744
12,BTM Layout,162,12.93599658,77.62128473
15,Basavanagudi,87,13.02971275,77.64965809
19,Whitefield,138,12.90339276,77.60005259
8,BTM Layout,115,13.01467102,77.60650779
9,Marathahalli,94,13.08174688,77.59989068
5,BTM Layout,150,12.91997839,77.59904524
5,Basavanagudi,133,13.01922265,77.67506159
6,Whitefield,172,12.88589028,77.57816256
3,Malleshwaram,114,12.88034599,77.450868
5,HSR Layout,9,12.87891112,77.63361895
1,Malleshwaram,43,12.88463204,77.73579874
11,Yelahanka,4,12.90404122,77.52708795
20,Basavanagudi,170,12.99070762,77.694858
1,BTM Layout,65,13.04174641,77.58664706
7,Whitefield,98,12.88171426,77.64289462
15,Malleshwaram,169,13.06750374,77.71726212
17,Malleshwaram,192,13.06067907,77.68130408
8,Yelahanka,55,13.03184701,77.71537202
2,Malleshwaram,146,12.95649145,77.45285599
13,Basavanagudi,144,12.85038931,77.5061945
12,Malleshwaram,87,13.03369124,77.57704832
5,Marathahalli,174,13.06974654,77.70435254
13,Yelahanka,164,12.93382159,77.70151758
6,Whitefield,90,13.02949689,77.5055421
15,Whitefield,194,12.8655119,77.49267273
11,Malleshwaram,44,13.02737372,77.70041073
4,Basavanagudi,5,12.86707713,77.61243029
1,Basavanagudi,29,12.99679658,77.63803093
15,Koramangala,126,12.99938832,77.69276182
12,Indiranagar,4,12.92553914,77.51352394
9,Marathahalli,99,12.86978068,77.49094544
11,Koramangala,49,13.08733369,77.70771328
5,Indiranagar,85,12.98389435,77.48353223
7,HSR Layout,136,12.99493953,77.47645426
8,Jayanagar,122,13.00375522,77.53312255
1,Indiranagar,180,13.07276198,77.54505466
1,Jayanagar,116,12.86506391,77.52234061
3,Yelahanka,197,13.07332194,77.67248698
8,Malleshwaram,149,12.90991913,77.74200623
11,Indiranagar,155,12.86948756,77.5098774
1,Basavanagudi,166,13.01431646,77.68455566
14,Marathahalli,133,13.09424391,77.46327266
1,HSR Layout,85,12.86431052,77.4856708
6,Whitefield,61,12.95653045,77.60453523
6,Koramangala,136,12.98244613,77.74988266
3,Malleshwaram,86,12.91302974,77.73480969
10,Koramangala,18,13.09571804,77.48358288
12,Koramangala,132,13.0102408,77.52190607
10,BTM Layout,4,13.06108767,77.73373755
2,Koramangala,165,12.95394442,77.49521717
13,Koramangala,127,12.93848897,77.67283669
16,BTM Layout,143,12.98828947,77.45033241
13,BTM Layout,166,12.95881961,77.63951363
4,Marathahalli,155,13.02873701,77.59838013
4,Indiranagar,48,12.91645452,77.59130758
11,Indiranagar,46,12.96239776,77.69875753
14,Marathahalli,46,13.07378319,77.4742203
3,BTM Layout,48,13.03902698,77.56319964
19,Jayanagar,187,12.89201754,77.58381156
1,Whitefield,120,13.07171621,77.48717797
5,Marathahalli,132,12.99725415,77.47569996
17,HSR Layout,19,13.0198218,77.50388429
1,Marathahalli,185,12.92356414,77.52231432
19,BTM Layout,19,12.96038607,77.73981817
19,Jayanagar,42,13.05170312,77.59268411
4,Malleshwaram,92,12.93266905,77.60308671
19,BTM Layout,5,12.8912654,77.66209946
6,Yelahanka,48,12.94457623,77.65528004
15,Yelahanka,153,12.86730467,77.60083322
4,Whitefield,195,13.02946411,77.55195152
1,BTM Layout,26,12.88693648,77.54931551
17,Basavanagudi,74,12.92128148,77.46731322
11,Yelahanka,190,13.07027025,77.71988904
17,Koramangala,109,12.98512441,77.68081836
1,Malleshwaram,135,12.93033461,77.63700297
9,Koramangala,172,12.98691672,77.56882452
14,HSR Layout,87,12.90456941,77.62473972
15,Whitefield,155,12.85629328,77.59552694
1,HSR Layout,170,13.00093312,77.53218049
2,HSR Layout,73,13.02853148,77.53957182
18,Yelahanka,56,13.06994544,77.71234391
18,BTM Layout,131,13.04297084,77.64047242
6,Indiranagar,126,13.08166943,77.45042675
20,Yelahanka,141,13.09648837,77.54806153
8,Marathahalli,198,13.03623386,77.55198364
1,Indiranagar,59,13.06698083,77.66190067
15,BTM Layout,38,13.01843288,77.660136
10,HSR Layout,85,12.89273445,77.58924646
4,Jayanagar,83,12.89542561,77.73529382
10,Whitefield,196,12.87756486,77.71166875
11,BTM Layout,86,13.08574368,77.70986321
5,Jayanagar,197,13.01818792,77.55447965
9,Malleshwaram,1,13.04747744,77.57929994
5,HSR Layout,178,12.93278933,77.57568858
11,Koramangala,137,12.96510543,77.58208006
3,Marathahalli,128,12.85994488,77.71676324
4,Jayanagar,53,13.07225185,77.52473621
10,BTM Layout,88,13.06325086,77.69065852
7,Koramangala,138,13.04620283,77.60421199
1,Yelahanka,84,12.86457552,77.52472526
6,Malleshwaram,77,12.89356243,77.60818813
8,Malleshwaram,29,12.93354266,77.50863249
17,Yelahanka,36,12.91576567,77.48245379
7,Malleshwaram,27,13.05961496,77.70145323
1,Koramangala,146,12.89870894,77.65979661
9,Koramangala,18,12.98303112,77.5114937
11,Whitefield,118,12.99284527,77.73268842
19,Indiranagar,137,12.95625296,77.45731951
2,BTM Layout,67,12.91017198,77.54998406
11,Jayanagar,135,13.09007357,77.45649591
3,Whitefield,58,12.95334981,77.49268928
17,Indiranagar,30,13.0318275,77.50402381
10,Koramangala,73,12.89601162,77.69310046
3,HSR Layout,123,13.05570279,77.7479119
3,Whitefield,189,12.90397296,77.71019608
7,Basavanagudi,82,13.01882666,77.6405399
2,Malleshwaram,17,12.976624,77.66687703
1,Malleshwaram,181,12.88663929,77.6068463
7,Koramangala,134,12.8562373,77.57676308
20,Indiranagar,39,13.08268707,77.65765068
11,Marathahalli,153,12.88142263,77.74193501
6,BTM Layout,170,13.02623786,77.45866821
4,Whitefield,170,13.01317124,77.54422549
19,Yelahanka,59,12.93543001,77.54901794
19,Basavanagudi,102,12.89634572,77.57427526
14,Basavanagudi,38,12.89458206,77.63806764
3,Jayanagar,159,12.99633196,77.60412595
4,Basavanagudi,157,12.98673032,77.45561871
8,Malleshwaram,104,13.06898376,77.57348287
18,BTM Layout,9,13.01000077,77.63583461
4,Koramangala,1,13.05481874,77.60144742
11,Basavanagudi,102,12.85810327,77.71161856
16,Yelahanka,87,13.01774829,77.5695787
3,Whitefield,123,12.90842716,77.4537676
7,Indiranagar,47,12.91320974,77.53546956
2,BTM Layout,76,13.03014413,77.49070179
1,Jayanagar,10,13.04835824,77.5250691
1,Basavanagudi,144,12.94293387,77.55862641
6,Malleshwaram,175,13.0475192,77.6529967
19,Marathahalli,43,12.96093617,77.547251
7,HSR Layout,152,13.06441134,77.71523275
5,Indiranagar,136,12.85622594,77.53987037
18,Yelahanka,75,12.87087377,77.49108002
13,Whitefield,105,13.04408795,77.50065963
1,Jayanagar,26,13.00602241,77.73037396
10,Koramangala,7,12.98975506,77.58644434
9,HSR Layout,79,13.0034947,77.57093782
17,Whitefield,15,13.08254766,77.47067026
1,BTM Layout,176,13.01388426,77.66999632
1,Marathahalli,131,13.01186903,77.65839576
7,Koramangala,144,13.03986772,77.56272216
4,Whitefield,89,13.06665518,77.65752906
12,Whitefield,97,12.91547812,77.56023553
16,Marathahalli,142,13.00418721,77.47194741
14,HSR Layout,3,12.99599374,77.67142981
10,Whitefield,73,12.88371237,77.73956039
14,Koramangala,198,12.98007924,77.64448716
7,Indiranagar,31,12.86738763,77.53293837
4,Whitefield,119,12.8962399,77.53097609
2,Whitefield,75,13.07824077,77.72869328
18,Whitefield,17,12.8798108,77.54098709
16,Malleshwaram,177,12.99472907,77.68045767
9,Koramangala,3,12.93087017,77.64287449
5,Jayanagar,123,12.98882832,77.62778054
9,Whitefield,55,12.90874339,77.50432246
8,BTM Layout,111,12.96109486,77.46032331
20,Marathahalli,100,13.06683336,77.59660314
16,Marathahalli,40,12.94405424,77.74644758
20,Malleshwaram,122,12.93825773,77.50872797
18,Yelahanka,194,12.96152952,77.61106162
4,BTM Layout,40,12.87512321,77.65129379
16,BTM Layout,30,12.94683676,77.59510331
4,Koramangala,25,12.85172506,77.60208014
6,HSR Layout,7,12.97584929,77.64836825
3,Indiranagar,92,13.06198527,77.69447165
18,Koramangala,105,12.98801828,77.54998628
15,Whitefield,178,13.00193129,77.71978257
8,Malleshwaram,123,12.85764084,77.59547026
18,Marathahalli,81,13.06487875,77.64856324
3,Jayanagar,96,12.94625089,77.48195409
6,Malleshwaram,1,13.09371317,77.59774379
15,Yelahanka,91,12.88011634,77.45483193
12,Basavanagudi,172,13.08616797,77.56730742
5,Whitefield,177,13.00857273,77.46634526
7,Malleshwaram,7,12.86308508,77.71909425
15,Koramangala,120,13.09292477,77.65184154
7,Yelahanka,131,12.85346827,77.68756291
13,HSR Layout,94,13.03267504,77.59030385
3,Koramangala,129,13.07238249,77.70556932
13,Yelahanka,179,12.89395289,77.71191218
3,Koramangala,98,12.9358393,77.55704547
2,Marathahalli,166,12.99030734,77.56305647
4,Koramangala,43,13.01995232,77.60247221
17,Indiranagar,183,13.06796897,77.46267305
6,Whitefield,185,13.04026762,77.74873049
11,Jayanagar,53,12.94083279,77.55775437
6,Whitefield,161,13.05542995,77.59125299
2,Jayanagar,190,13.09151918,77.67642712
17,Jayanagar,102,12.90674655,77.53925405
3,Jayanagar,139,12.8685239,77.51048943
12,Indiranagar,180,12.95665493,77.48823504
14,Marathahalli,1,13.07034928,77.60840519
2,Basavanagudi,14,12.88757288,77.45164949
5,Malleshwaram,122,13.07144955,77.66285621
10,Whitefield,21,13.09805326,77.58841685
10,Koramangala,34,12.86350056,77.60954685
9,Yelahanka,105,12.97381409,77.52896139
13,Malleshwaram,14,12.93222137,77.50347592
10,Jayanagar,168,12.94841996,77.6599969
6,Jayanagar,122,12.96290869,77.51308206
11,Marathahalli,163,13.03492599,77.68402579
4,BTM Layout,170,12.99782493,77.51110176
14,BTM Layout,82,13.09030027,77.63380493
17,Malleshwaram,148,12.93319115,77.64316162
20,Indiranagar,60,12.98537602,77.60169368
2,Koramangala,137,13.05333213,77.74903723
10,Whitefield,115,12.9432571,77.5627529
3,Basavanagudi,33,12.9663248,77.71499634
7,HSR Layout,49,13.02124364,77.50076846
7,HSR Layout,196,13.06518605,77.55116326
1,Basavanagudi,4,12.95392037,77.49361014
8,Indiranagar,123,12.98298762,77.63108736
1,HSR Layout,176,13.09378057,77.64147719
8,Basavanagudi,16,12.86061729,77.5860512
14,Whitefield,175,12.96205718,77.66604831
14,Jayanagar,26,13.00899546,77.71029574
2,HSR Layout,70,12.85210686,77.68296779
8,Koramangala,37,12.99919663,77.52249871
19,Koramangala,150,12.86404999,77.54611978
10,Koramangala,7,13.0643896,77.56408297
7,Jayanagar,170,13.05177152,77.51112988
13,Marathahalli,30,12.85806378,77.55837087
15,Jayanagar,74,12.86220101,77.5214137
11,Jayanagar,121,13.03840348,77.74871836
14,Jayanagar,6,12.94238622,77.6849751
11,Malleshwaram,24,12.99375645,77.70800512
2,BTM Layout,194,12.91758207,77.72664407
2,Whitefield,168,12.89324222,77.6495003
12,Malleshwaram,121,12.92401928,77.50279297
15,Koramangala,143,12.91167843,77.67755782
17,Indiranagar,181,12.96207686,77.45468344
14,Marathahalli,85,13.03666904,77.48396913
16,BTM Layout,133,12.98853235,77.45887534
8,Basavanagudi,89,13.00229458,77.49063353
17,Indiranagar,36,12.96751965,77.67560127
5,Indiranagar,174,12.93118341,77.71564417
12,Indiranagar,151,12.88587721,77.53365208
6,Marathahalli,88,12.93864136,77.48573816
18,Yelahanka,45,13.01629965,77.53188791
5,HSR Layout,10,13.03344436,77.64413413
6,Basavanagudi,54,12.96729539,77.55506091
9,HSR Layout,70,13.01124932,77.73834381
15,HSR Layout,85,12.90263527,77.48929364
10,Jayanagar,32,13.06501658,77.74710276
17,BTM Layout,43,13.06648411,77.45373551
19,Basavanagudi,118,12.93008198,77.58550789
12,Koramangala,121,12.98692806,77.52554353
9,Koramangala,15,13.00166551,77.61988564
15,Basavanagudi,66,12.96810751,77.47896525
14,Malleshwaram,143,13.07778554,77.71274686
1,BTM Layout,115,13.03492924,77.49095792
17,Yelahanka,81,13.01812762,77.6262168
1,BTM Layout,20,12.98002331,77.46000406
13,Jayanagar,178,12.87121183,77.54329763
8,Koramangala,6,12.87695534,77.49491687
13,Whitefield,79,12.92475222,77.74335399
16,Koramangala,125,12.90288057,77.45360641
2,Malleshwaram,145,13.08813274,77.5557186
13,Yelahanka,120,12.95245313,77.54083282
18,BTM Layout,26,13.06915136,77.64721208
3,Indiranagar,22,13.05451992,77.46691339
13,Koramangala,64,13.05314257,77.69318533
19,Jayanagar,58,12.90392688,77.58995714
13,Basavanagudi,37,12.96183045,77.58583177
19,Jayanagar,78,12.929488,77.51803696
4,Indiranagar,121,13.09260275,77.59701403
19,Basavanagudi,28,13.06918608,77.55916804
18,Marathahalli,49,12.91248092,77.52354093
6,Basavanagudi,67,12.92838009,77.50060008
19,Jayanagar,103,12.98222731,77.66850067
4,Whitefield,126,12.91965145,77.49261289
4,Marathahalli,93,13.05613249,77.5003946
7,Jayanagar,195,13.05480782,77.6231214
7,Jayanagar,169,13.03108511,77.51782325
16,HSR Layout,174,13.02232755,77.58781294
16,Yelahanka,87,12.98682538,77.61587521
5,BTM Layout,87,12.93677806,77.53232893
15,Yelahanka,55,13.05923461,77.55306628
4,Indiranagar,139,13.06470804,77.51306205
13,Jayanagar,154,12.86237737,77.58812735
19,Indiranagar,13,12.94965485,77.74771997
7,Koramangala,164,12.8566569,77.55881357
12,Malleshwaram,128,13.05986935,77.64599911
9,Indiranagar,64,12.89427331,77.64076834
17,BTM Layout,51,13.01846669,77.68594455
2,Indiranagar,76,12.93934395,77.66357553
16,HSR Layout,22,13.05401636,77.45353392
7,Marathahalli,60,12.97742173,77.54276513
18,Koramangala,130,12.93110048,77.71107004
7,HSR Layout,56,12.93096767,77.61186507
1,Jayanagar,168,12.93173181,77.48126723
3,HSR Layout,156,13.0471448,77.53284107
11,Whitefield,97,13.0277789,77.53501583
15,Jayanagar,3,12.92980353,77.71195321
3,Malleshwaram,191,12.97255202,77.61602038
13,HSR Layout,151,12.86903835,77.63249709
4,Marathahalli,55,13.05687507,77.56011941
8,Malleshwaram,160,12.9164887,77.46809312
4,Indiranagar,84,13.07230629,77.47257448
18,HSR Layout,28,12.99919917,77.57611476
7,Koramangala,124,12.99195504,77.50324816
11,Yelahanka,8,12.89067969,77.48127877
4,Indiranagar,3,12.86738384,77.52867306
13,Basavanagudi,94,12.98815415,77.67261391
9,Whitefield,89,12.96699728,77.47190549
9,Koramangala,181,12.87992076,77.58446777
19,Koramangala,157,13.05889693,77.69782615
3,Malleshwaram,94,12.95431003,77.53037744
12,Yelahanka,89,12.91511445,77.54056226
11,Marathahalli,59,13.04706802,77.71526218
20,Malleshwaram,152,13.07826604,77.64500107
11,Yelahanka,166,12.92649068,77.68931363
17,HSR Layout,28,13.04398747,77.53676126
14,Whitefield,62,13.01312991,77.74903386
16,Indiranagar,51,13.09743195,77.49226891
10,Koramangala,7,12.90099818,77.73858113
4,Marathahalli,23,13.09016975,77.72062974
10,Malleshwaram,46,12.92881801,77.61556839
20,Whitefield,78,12.95298857,77.62558894
12,Indiranagar,106,12.93970645,77.68251436
9,Whitefield,28,12.91711267,77.54203463
15,Koramangala,24,13.02330565,77.60824093
9,HSR Layout,7,12.99728633,77.72071274
7,Marathahalli,112,12.92642299,77.47047471
12,Yelahanka,79,12.88305311,77.7216586
20,Basavanagudi,177,12.92934391,77.66863338
14,Marathahalli,3,12.94530783,77.68095345
16,Yelahanka,2,12.94516336,77.46941543
19,Malleshwaram,7,12.93931488,77.506327
3,HSR Layout,121,12.86218063,77.72757854
11,Yelahanka,21,12.96600828,77.48721543
20,HSR Layout,137,13.05905202,77.63935486
19,Whitefield,140,12.89509157,77.68480776
8,Marathahalli,24,12.88641434,77.51938461
20,Marathahalli,33,12.96796276,77.65963706
8,Koramangala,43,12.94265075,77.46967295
3,Marathahalli,82,12.99032016,77.59963052
10,Whitefield,118,13.08676858,77.55032994
13,Koramangala,5,13.04022156,77.64372261
9,HSR Layout,123,13.02176454,77.71670145
6,Jayanagar,71,12.95398424,77.48764728
15,Yelahanka,89,12.92183996,77.5850923
16,Indiranagar,142,12.98506603,77.57695814
5,HSR Layout,116,13.07136088,77.54713857
13,Whitefield,164,13.06918563,77.59405003
19,HSR Layout,35,12.96137874,77.71421854
2,Indiranagar,108,12.91155509,77.74209858
6,Whitefield,178,12.90633611,77.45085287
1,Marathahalli,79,12.8584971,77.67170946
15,HSR Layout,11,13.06066606,77.63452436
15,Yelahanka,152,12.91620951,77.74835364
14,Malleshwaram,75,12.93974979,77.47697942
7,Marathahalli,44,13.05230404,77.69340389
5,Marathahalli,179,12.88000601,77.73017845
20,Jayanagar,145,12.96530852,77.72363469
16,Malleshwaram,125,12.88058534,77.61817181
17,BTM Layout,198,12.96046214,77.54826684
11,Malleshwaram,85,12.86178489,77.64197115
15,Jayanagar,8,12.97940571,77.5418216
20,Basavanagudi,79,13.04892743,77.57368078
16,Indiranagar,118,13.01907417,77.5837175
3,Jayanagar,122,12.97729225,77.54058505
6,Basavanagudi,74,13.05718968,77.55254821
13,Koramangala,28,12.90694699,77.45219394
1,Marathahalli,140,13.05769907,77.53912366
14,BTM Layout,171,12.91909087,77.59169161
2,Jayanagar,120,12.94062159,77.50190221
2,Yelahanka,165,12.88210755,77.69167537
15,BTM Layout,108,12.87543869,77.61129111
18,Koramangala,127,13.08302788,77.6881642
9,Whitefield,63,12.89749456,77.48843103
3,Yelahanka,101,12.93332404,77.69615338
4,Whitefield,93,12.98228792,77.73747888
15,Yelahanka,63,12.93696678,77.5557362
5,BTM Layout,10,13.06753332,77.53518572
20,Yelahanka,80,13.07517869,77.64404946
20,BTM Layout,37,12.93149761,77.64077423
