Request_ID,Created_At,Category,Status,Complaint_Text,Source,Resolution_Time_Hours
874,01-05-2025 11:00,Water Leak,Open,Illegal parking,Mobile App,0.0
875,06-06-2025 12:00,Graffiti,Open,Illegal parking,Mobile App,0.233333333
876,26-06-2025 01:00,Pothole,Open,Water leakage on road,Mobile App,-0.083333333
877,04-01-2025 22:00,Pothole,In Progress,Broken footpath,Call Center,0.05
878,22-04-2025 10:00,Streetlight,In Progress,Garbage not collected,Call Center,0.133333333
879,15-10-2025 10:00,Streetlight,In Progress,Graffiti on wall,Mobile App,-0.05
880,03-02-2025 01:00,Noise,In Progress,Broken footpath,Twitter,0.4
881,30-03-2025 04:00,Noise,Resolved,Streetlight not working,Email,-0.083333333
882,29-08-2025 19:00,Garbage,In Progress,Broken footpath,Twitter,0.133333333
883,14-09-2025 22:00,Garbage,In Progress,Water leakage on road,Mobile App,0.133333333
884,03-02-2025 22:00,Pothole,In Progress,Streetlight not working,Email,-0.033333333
885,15-01-2025 09:00,Streetlight,In Progress,Water leakage on road,Email,0.133333333
886,23-12-2025 10:00,Pothole,Resolved,Broken footpath,Email,0.283333333
887,12-04-2025 19:00,Pothole,Open,Water leakage on road,Twitter,-0.033333333
888,21-11-2025 07:00,Streetlight,Open,Broken footpath,Mobile App,0.083333333
889,11-02-2025 00:00,Garbage,In Progress,Overflowing garbage,Call Center,0.233333333
890,21-11-2025 14:00,Graffiti,In Progress,Noise from bar at night,Email,0.05
891,04-02-2025 11:00,Graffiti,In Progress,Broken footpath,Email,0.083333333
892,28-05-2025 03:00,Graffiti,Open,Streetlight not working,Email,0.15
893,25-10-2025 19:00,Streetlight,Open,Pothole near school,Email,0.0
894,05-07-2025 11:00,Water Leak,In Progress,Water leakage on road,Email,0.316666667
895,11-06-2025 12:00,Water Leak,Open,Noise from bar at night,Call Center,0.1
896,06-09-2025 07:00,Water Leak,Resolved,Noise from bar at night,Email,0.366666667
897,06-01-2025 06:00,Noise,In Progress,Garbage not collected,Email,0.116666667
898,13-05-2025 09:00,Garbage,In Progress,Garbage not collected,Call Center,0.2
899,09-09-2025 00:00,Garbage,Resolved,Garbage not collected,Twitter,0.283333333
900,01-08-2025 21:00,Noise,Resolved,Noise from bar at night,Mobile App,0.283333333
901,22-06-2025 18:00,Pothole,Open,Streetlight not working,Twitter,0.133333333
902,27-10-2025 20:00,Graffiti,Resolved,Pothole near school,Email,0.3
903,21-05-2025 08:00,Water Leak,In Progress,Broken footpath,Twitter,0.333333333
904,08-06-2025 05:00,Graffiti,Open,Broken footpath,Call Center,0.083333333
905,16-03-2025 16:00,Water Leak,Resolved,Streetlight not working,Email,0.316666667
906,27-08-2025 20:00,Graffiti,Open,Broken footpath,Twitter,0.3
907,25-05-2025 20:00,Pothole,Open,Illegal parking,Mobile App,-0.066666667
908,23-05-2025 09:00,Graffiti,Open,Graffiti on wall,Twitter,0.216666667
909,10-03-2025 13:00,Graffiti,Open,Garbage not collected,Email,0.366666667
910,07-05-2025 06:00,Streetlight,Resolved,Pothole near school,Email,-0.066666667
911,30-04-2025 16:00,Graffiti,In Progress,Noise from bar at night,Email,0.183333333
912,09-05-2025 00:00,Streetlight,In Progress,Pothole near school,Call Center,0.383333333
913,19-03-2025 06:00,Garbage,Resolved,Pothole near school,Email,0.283333333
914,17-06-2025 13:00,Noise,In Progress,Illegal parking,Twitter,0.033333333
915,14-07-2025 06:00,Graffiti,Open,Noise from bar at night,Mobile App,-0.016666667
916,29-09-2025 10:00,Garbage,Open,Broken footpath,Twitter,0.333333333
917,29-07-2025 15:00,Streetlight,Open,Overflowing garbage,Mobile App,0.383333333
918,23-04-2025 20:00,Graffiti,Resolved,Water leakage on road,Email,0.083333333
919,24-10-2025 08:00,Graffiti,Open,Pothole near school,Mobile App,0.4
920,16-12-2025 17:00,Pothole,Open,Pothole near school,Call Center,0.316666667
921,27-05-2025 03:00,Garbage,Resolved,Streetlight not working,Call Center,0.233333333
922,27-09-2025 00:00,Water Leak,Open,Noise from bar at night,Call Center,-0.083333333
923,25-06-2025 12:00,Water Leak,Open,Streetlight not working,Call Center,0.233333333
924,29-11-2025 02:00,Pothole,In Progress,Streetlight not working,Call Center,0.166666667
925,23-01-2025 08:00,Streetlight,Resolved,Water leakage on road,Mobile App,-0.016666667
926,09-03-2025 17:00,Water Leak,Open,Graffiti on wall,Mobile App,0.35
927,29-11-2025 05:00,Water Leak,Open,Graffiti on wall,Email,0.366666667
928,24-12-2025 09:00,Noise,Open,Broken footpath,Mobile App,0.166666667
929,03-12-2025 06:00,Garbage,Open,Graffiti on wall,Mobile App,0.3
930,28-12-2025 02:00,Streetlight,In Progress,Graffiti on wall,Twitter,-0.016666667
931,25-12-2025 17:00,Graffiti,In Progress,Water leakage on road,Email,0.366666667
932,28-09-2025 10:00,Garbage,In Progress,Noise from bar at night,Mobile App,0.066666667
933,31-05-2025 00:00,Streetlight,In Progress,Overflowing garbage,Email,0.05
934,10-10-2025 15:00,Water Leak,Resolved,Illegal parking,Call Center,0.266666667
935,27-07-2025 03:00,Noise,Open,Water leakage on road,Mobile App,0.4
936,20-02-2025 05:00,Garbage,In Progress,Garbage not collected,Twitter,0.3
937,24-03-2025 22:00,Water Leak,Open,Graffiti on wall,Twitter,0.216666667
938,09-08-2025 19:00,Streetlight,Resolved,Streetlight not working,Call Center,0.383333333
939,29-05-2025 20:00,Garbage,Open,Overflowing garbage,Twitter,-0.05
940,06-09-2025 23:00,Graffiti,Open,Graffiti on wall,Twitter,0.05
941,21-09-2025 08:00,Garbage,In Progress,Illegal parking,Call Center,0.266666667
942,02-07-2025 12:00,Water Leak,In Progress,Graffiti on wall,Mobile App,0.233333333
943,18-07-2025 05:00,Garbage,Resolved,Graffiti on wall,Twitter,0.033333333
944,24-04-2025 01:00,Graffiti,Open,Water leakage on road,Twitter,-0.033333333
945,21-08-2025 20:00,Noise,In Progress,Illegal parking,Mobile App,0.083333333
946,10-02-2025 06:00,Noise,In Progress,Pothole near school,Call Center,-0.033333333
947,26-07-2025 00:00,Water Leak,In Progress,Garbage not collected,Twitter,0.1
948,24-05-2025 00:00,Streetlight,Resolved,Broken footpath,Twitter,0.283333333
949,29-01-2025 16:00,Water Leak,Open,Broken footpath,Call Center,0.016666667
950,26-06-2025 19:00,Noise,In Progress,Garbage not collected,Twitter,0.366666667
951,04-06-2025 05:00,Pothole,Open,Illegal parking,Mobile App,0.033333333
952,22-12-2025 13:00,Pothole,Resolved,Streetlight not working,Twitter,0.066666667
953,04-08-2025 22:00,Garbage,Open,Graffiti on wall,Twitter,0.283333333
954,07-10-2025 08:00,Graffiti,In Progress,Illegal parking,Twitter,0.383333333
955,04-07-2025 06:00,Garbage,Open,Graffiti on wall,Mobile App,0.3
956,15-03-2025 07:00,Pothole,Open,Overflowing garbage,Mobile App,0.116666667
957,14-04-2025 10:00,Noise,Resolved,Illegal parking,Email,0.3
958,02-12-2025 18:00,Garbage,Resolved,Noise from bar at night,Twitter,0.133333333
959,09-02-2025 15:00,Water Leak,Open,Garbage not collected,Mobile App,0.166666667
960,28-03-2025 15:00,Graffiti,Open,Illegal parking,Twitter,0.016666667
961,24-04-2025 05:00,Water Leak,Open,Overflowing garbage,Call Center,0.166666667
962,08-07-2025 12:00,Graffiti,Resolved,Broken footpath,Call Center,0.183333333
963,20-12-2025 05:00,Noise,Resolved,Streetlight not working,Twitter,0.233333333
964,01-11-2025 15:00,Garbage,Open,Noise from bar at night,Call Center,0.216666667
965,27-10-2025 10:00,Graffiti,Resolved,Broken footpath,Mobile App,0.1
966,28-03-2025 01:00,Water Leak,In Progress,Overflowing garbage,Twitter,0.05
967,02-02-2025 00:00,Garbage,Resolved,Overflowing garbage,Twitter,0.366666667
968,17-08-2025 18:00,Garbage,Resolved,Water leakage on road,Twitter,0.333333333
969,04-10-2025 21:00,Water Leak,Resolved,Streetlight not working,Email,0.033333333
970,31-07-2025 19:00,Pothole,In Progress,Pothole near school,Email,0.05
971,07-08-2025 00:00,Graffiti,In Progress,Illegal parking,Email,-0.016666667
972,30-08-2025 13:00,Water Leak,In Progress,Water leakage on road,Twitter,0.25
973,25-07-2025 06:00,Noise,Open,Garbage not collected,Twitter,0.066666667
974,08-09-2025 16:00,Streetlight,Open,Water leakage on road,Email,-0.016666667
975,19-05-2025 23:00,Water Leak,In Progress,Broken footpath,Call Center,0.133333333
976,01-12-2025 22:00,Garbage,Open,Broken footpath,Mobile App,0.2
977,23-07-2025 01:00,Garbage,Open,Streetlight not working,Call Center,0.383333333
978,03-03-2025 17:00,Water Leak,Open,Water leakage on road,Email,0.016666667
979,20-09-2025 17:00,Streetlight,In Progress,Overflowing garbage,Mobile App,0.033333333
980,24-05-2025 19:00,Water Leak,Resolved,Broken footpath,Email,-0.016666667
981,03-01-2025 06:00,Streetlight,In Progress,Garbage not collected,Mobile App,0.3
982,15-11-2025 11:00,Streetlight,In Progress,Broken footpath,Mobile App,0.0
983,25-05-2025 06:00,Noise,Open,Garbage not collected,Mobile App,0.233333333
984,04-02-2025 16:00,Graffiti,Open,Graffiti on wall,Email,0.283333333
985,06-09-2025 02:00,Garbage,Resolved,Noise from bar at night,Email,0.3
986,21-12-2025 23:00,Garbage,Resolved,Overflowing garbage,Mobile App,0.05
987,28-10-2025 21:00,Streetlight,Resolved,Graffiti on wall,Twitter,0.25
988,18-05-2025 22:00,Garbage,Resolved,Garbage not collected,Twitter,0.05
989,18-05-2025 12:00,Pothole,In Progress,Graffiti on wall,Twitter,0.033333333
990,08-10-2025 02:00,Streetlight,Resolved,Pothole near school,Twitter,0.183333333
991,28-10-2025 18:00,Garbage,In Progress,Graffiti on wall,Call Center,0.3
992,21-11-2025 00:00,Pothole,Open,Overflowing garbage,Call Center,0.033333333
993,03-06-2025 03:00,Noise,Resolved,Graffiti on wall,Twitter,0.383333333
994,08-05-2025 06:00,Garbage,Open,Illegal parking,Email,0.283333333
995,29-11-2025 02:00,Pothole,Open,Illegal parking,Twitter,-0.083333333
996,31-03-2025 07:00,Water Leak,In Progress,Broken footpath,Mobile App,0.266666667
997,05-08-2025 23:00,Graffiti,Resolved,Noise from bar at night,Mobile App,0.2
998,16-04-2025 18:00,Water Leak,In Progress,Pothole near school,Email,0.15
999,09-07-2025 11:00,Pothole,Open,Water leakage on road,Mobile App,0.266666667
1000,23-08-2025 03:00,Streetlight,Resolved,Broken footpath,Twitter,0.35
1001,15-12-2025 04:00,Streetlight,Open,Illegal parking,Twitter,0.166666667
1002,03-10-2025 12:00,Garbage,Open,Broken footpath,Email,-0.066666667
1003,28-07-2025 13:00,Water Leak,Resolved,Pothole near school,Email,0.116666667
1004,04-02-2025 06:00,Streetlight,Resolved,Overflowing garbage,Email,-0.066666667
1005,09-02-2025 07:00,Streetlight,Resolved,Broken footpath,Call Center,0.133333333
1006,14-09-2025 06:00,Water Leak,In Progress,Pothole near school,Mobile App,0.016666667
1007,04-07-2025 09:00,Noise,In Progress,Garbage not collected,Mobile App,0.083333333
1008,02-04-2025 14:00,Streetlight,Open,Overflowing garbage,Call Center,0.15
1009,26-06-2025 18:00,Graffiti,Resolved,Pothole near school,Mobile App,0.333333333
1010,03-06-2025 23:00,Pothole,Open,Garbage not collected,Email,0.183333333
1011,24-05-2025 20:00,Garbage,Open,Overflowing garbage,Mobile App,0.25
1012,24-02-2025 12:00,Streetlight,Open,Overflowing garbage,Twitter,0.183333333
1013,24-06-2025 01:00,Graffiti,Open,Water leakage on road,Call Center,0.15
1014,29-12-2025 17:00,Graffiti,Open,Streetlight not working,Call Center,0.166666667
1015,13-10-2025 12:00,Streetlight,Resolved,Noise from bar at night,Mobile App,0.05
1016,09-09-2025 11:00,Noise,In Progress,Illegal parking,Call Center,0.25
1017,30-05-2025 18:00,Pothole,Resolved,Graffiti on wall,Mobile App,0.25
1018,21-07-2025 17:00,Garbage,Resolved,Illegal parking,Mobile App,0.233333333
1019,28-02-2025 17:00,Streetlight,Resolved,Garbage not collected,Twitter,0.216666667
1020,10-07-2025 06:00,Garbage,In Progress,Streetlight not working,Twitter,0.3
1021,07-07-2025 03:00,Water Leak,In Progress,Graffiti on wall,Mobile App,0.283333333
1022,06-03-2025 19:00,Graffiti,In Progress,Pothole near school,Call Center,0.05
1023,03-02-2025 12:00,Graffiti,Resolved,Streetlight not working,Call Center,0.0
1024,23-02-2025 07:00,Streetlight,In Progress,Graffiti on wall,Twitter,-0.083333333
1025,23-10-2025 03:00,Streetlight,Open,Overflowing garbage,Mobile App,-0.016666667
1026,07-09-2025 10:00,Water Leak,In Progress,Water leakage on road,Mobile App,-0.016666667
1027,23-08-2025 03:00,Noise,Resolved,Illegal parking,Twitter,0.283333333
1028,27-02-2025 19:00,Streetlight,Resolved,Pothole near school,Mobile App,0.333333333
1029,22-04-2025 15:00,Graffiti,Open,Streetlight not working,Twitter,-0.083333333
1030,29-03-2025 18:00,Garbage,In Progress,Noise from bar at night,Mobile App,-0.083333333
1031,07-12-2025 13:00,Pothole,In Progress,Illegal parking,Call Center,0.383333333
1032,25-06-2025 23:00,Garbage,Open,Garbage not collected,Twitter,0.266666667
1033,21-07-2025 07:00,Noise,Resolved,Graffiti on wall,Mobile App,0.0
1034,26-04-2025 08:00,Pothole,Resolved,Broken footpath,Mobile App,0.05
1035,13-05-2025 18:00,Garbage,In Progress,Overflowing garbage,Twitter,0.216666667
1036,18-04-2025 05:00,Garbage,In Progress,Graffiti on wall,Email,0.366666667
1037,19-04-2025 07:00,Water Leak,In Progress,Pothole near school,Email,-0.016666667
1038,18-06-2025 01:00,Noise,In Progress,Illegal parking,Mobile App,0.25
1039,18-12-2025 04:00,Graffiti,In Progress,Noise from bar at night,Mobile App,0.183333333
1040,24-02-2025 08:00,Water Leak,Resolved,Garbage not collected,Mobile App,0.266666667
1041,04-11-2025 00:00,Pothole,Resolved,Illegal parking,Email,0.233333333
1042,02-09-2025 21:00,Graffiti,Resolved,Illegal parking,Twitter,0.1
1043,24-02-2025 05:00,Water Leak,Resolved,Garbage not collected,Email,0.0
1044,16-04-2025 21:00,Noise,Open,Overflowing garbage,Call Center,0.383333333
1045,27-03-2025 11:00,Streetlight,Resolved,Illegal parking,Email,0.116666667
1046,11-10-2025 17:00,Streetlight,Open,Streetlight not working,Email,0.3
1047,26-12-2025 17:00,Pothole,Resolved,Graffiti on wall,Mobile App,0.033333333
1048,04-01-2025 02:00,Streetlight,In Progress,Garbage not collected,Twitter,0.383333333
1049,18-10-2025 21:00,Water Leak,In Progress,Pothole near school,Twitter,-0.05
1050,17-08-2025 03:00,Pothole,In Progress,Noise from bar at night,Email,0.316666667
1051,10-12-2025 00:00,Graffiti,Open,Overflowing garbage,Mobile App,0.083333333
1052,27-10-2025 08:00,Noise,Resolved,Noise from bar at night,Twitter,0.383333333
1053,30-08-2025 12:00,Pothole,Resolved,Broken footpath,Mobile App,0.233333333
1054,25-10-2025 13:00,Graffiti,Open,Noise from bar at night,Email,-0.083333333
1055,09-03-2025 14:00,Pothole,Open,Graffiti on wall,Twitter,0.316666667
1056,02-12-2025 01:00,Garbage,Open,Streetlight not working,Call Center,0.133333333
1057,15-01-2025 05:00,Garbage,Open,Noise from bar at night,Email,0.383333333
1058,28-03-2025 10:00,Pothole,Open,Overflowing garbage,Email,0.25
1059,30-11-2025 00:00,Streetlight,In Progress,Garbage not collected,Call Center,0.383333333
1060,27-01-2025 21:00,Garbage,Resolved,Illegal parking,Email,0.3
1061,27-06-2025 15:00,Noise,Open,Illegal parking,Call Center,0.116666667
1062,13-09-2025 16:00,Graffiti,In Progress,Broken footpath,Call Center,0.15
1063,27-12-2025 06:00,Water Leak,Open,Illegal parking,Email,0.283333333
1064,04-05-2025 17:00,Garbage,In Progress,Noise from bar at night,Call Center,0.25
1065,07-05-2025 04:00,Pothole,Open,Overflowing garbage,Call Center,0.033333333
1066,15-11-2025 11:00,Streetlight,Resolved,Garbage not collected,Email,0.15
1067,22-04-2025 17:00,Water Leak,Open,Overflowing garbage,Email,0.116666667
1068,01-06-2025 05:00,Graffiti,Open,Illegal parking,Call Center,-0.083333333
1069,26-06-2025 01:00,Graffiti,Resolved,Pothole near school,Mobile App,0.083333333
1070,08-05-2025 19:00,Garbage,Resolved,Illegal parking,Email,0.233333333
1071,05-09-2025 13:00,Graffiti,Open,Noise from bar at night,Email,0.15
1072,27-02-2025 18:00,Graffiti,Resolved,Illegal parking,Mobile App,0.25
1073,30-04-2025 10:00,Streetlight,Resolved,Broken footpath,Email,-0.033333333
1074,19-07-2025 12:00,Streetlight,In Progress,Overflowing garbage,Mobile App,0.0
1075,17-08-2025 18:00,Streetlight,Resolved,Graffiti on wall,Twitter,0.316666667
1076,21-06-2025 20:00,Pothole,Resolved,Streetlight not working,Email,0.1
1077,14-12-2025 12:00,Graffiti,Open,Overflowing garbage,Email,-0.083333333
1078,10-06-2025 10:00,Graffiti,Open,Streetlight not working,Twitter,0.066666667
1079,14-08-2025 15:00,Graffiti,In Progress,Graffiti on wall,Email,0.35
1080,16-11-2025 23:00,Noise,Open,Graffiti on wall,Call Center,0.2
1081,12-10-2025 03:00,Streetlight,Resolved,Illegal parking,Call Center,-0.083333333
1082,16-12-2025 02:00,Water Leak,Resolved,Water leakage on road,Twitter,0.016666667
1083,25-02-2025 13:00,Garbage,Resolved,Illegal parking,Call Center,0.4
1084,22-06-2025 22:00,Water Leak,Open,Streetlight not working,Twitter,-0.066666667
1085,09-10-2025 22:00,Pothole,Resolved,Noise from bar at night,Call Center,0.316666667
1086,23-04-2025 23:00,Pothole,Resolved,Pothole near school,Email,0.033333333
1087,22-07-2025 05:00,Graffiti,In Progress,Graffiti on wall,Call Center,0.333333333
1088,16-09-2025 20:00,Water Leak,In Progress,Streetlight not working,Email,-0.083333333
1089,08-11-2025 15:00,Graffiti,In Progress,Illegal parking,Call Center,0.216666667
1090,14-08-2025 08:00,Noise,Open,Water leakage on road,Twitter,0.0
1091,18-11-2025 11:00,Pothole,Resolved,Overflowing garbage,Call Center,0.083333333
1092,15-03-2025 10:00,Pothole,Resolved,Noise from bar at night,Email,0.216666667
1093,23-10-2025 21:00,Water Leak,Resolved,Broken footpath,Twitter,0.316666667
1094,16-11-2025 18:00,Pothole,In Progress,Water leakage on road,Call Center,0.366666667
1095,13-09-2025 02:00,Noise,Resolved,Overflowing garbage,Mobile App,0.066666667
1096,21-01-2025 01:00,Noise,Resolved,Noise from bar at night,Mobile App,0.166666667
1097,07-01-2025 09:00,Noise,Resolved,Pothole near school,Twitter,0.166666667
1098,14-11-2025 09:00,Garbage,Resolved,Broken footpath,Mobile App,0.066666667
1099,05-03-2025 12:00,Noise,Resolved,Graffiti on wall,Mobile App,0.2
1100,30-03-2025 08:00,Noise,Open,Water leakage on road,Call Center,0.266666667
1101,08-04-2025 15:00,Garbage,Resolved,Illegal parking,Call Center,0.2
1102,03-08-2025 00:00,Graffiti,Open,Illegal parking,Email,-0.05
1103,29-08-2025 00:00,Streetlight,Resolved,Streetlight not working,Call Center,0.1
1104,21-02-2025 16:00,Pothole,Open,Illegal parking,Twitter,0.066666667
1105,03-01-2025 12:00,Noise,Resolved,Water leakage on road,Email,0.366666667
1106,10-03-2025 07:00,Pothole,Resolved,Illegal parking,Email,0.166666667
1107,15-09-2025 17:00,Water Leak,Resolved,Broken footpath,Call Center,0.316666667
1108,29-11-2025 02:00,Pothole,Resolved,Pothole near school,Email,0.05
1109,22-02-2025 04:00,Graffiti,In Progress,Overflowing garbage,Email,0.4
1110,25-06-2025 03:00,Garbage,Resolved,Streetlight not working,Call Center,0.2
1111,15-12-2025 11:00,Pothole,Open,Streetlight not working,Twitter,0.116666667
1112,28-05-2025 21:00,Pothole,In Progress,Water leakage on road,Call Center,0.3
1113,24-06-2025 21:00,Pothole,In Progress,Overflowing garbage,Mobile App,0.133333333
1114,20-10-2025 01:00,Streetlight,Resolved,Water leakage on road,Email,0.216666667
1115,05-10-2025 19:00,Streetlight,Open,Streetlight not working,Call Center,0.133333333
1116,07-04-2025 18:00,Water Leak,Open,Streetlight not working,Twitter,-0.066666667
1117,20-06-2025 10:00,Garbage,In Progress,Noise from bar at night,Twitter,0.083333333
1118,18-10-2025 00:00,Pothole,Open,Pothole near school,Email,0.333333333
1119,06-05-2025 04:00,Pothole,Resolved,Pothole near school,Mobile App,0.033333333
1120,03-08-2025 00:00,Pothole,Resolved,Garbage not collected,Call Center,-0.05
1121,14-01-2025 17:00,Pothole,Resolved,Pothole near school,Mobile App,0.15
1122,01-06-2025 16:00,Streetlight,Resolved,Water leakage on road,Call Center,0.116666667
1123,29-11-2025 14:00,Graffiti,Resolved,Graffiti on wall,Twitter,0.033333333
1124,21-06-2025 03:00,Graffiti,In Progress,Graffiti on wall,Twitter,0.116666667
1125,25-02-2025 21:00,Water Leak,Resolved,Noise from bar at night,Email,0.166666667
1126,17-12-2025 07:00,Noise,Resolved,Water leakage on road,Mobile App,0.266666667
1127,15-01-2025 02:00,Garbage,In Progress,Graffiti on wall,Twitter,-0.083333333
1128,03-09-2025 15:00,Graffiti,In Progress,Noise from bar at night,Email,0.4
1129,23-04-2025 20:00,Pothole,In Progress,Garbage not collected,Twitter,-0.066666667
1130,14-03-2025 22:00,Graffiti,Open,Streetlight not working,Call Center,0.116666667
1131,22-08-2025 12:00,Water Leak,Open,Illegal parking,Mobile App,0.383333333
1132,11-04-2025 21:00,Noise,Resolved,Water leakage on road,Mobile App,0.133333333
1133,24-10-2025 15:00,Graffiti,Resolved,Graffiti on wall,Call Center,-0.066666667
1134,10-08-2025 15:00,Water Leak,Resolved,Noise from bar at night,Call Center,0.166666667
1135,03-10-2025 09:00,Streetlight,Open,Streetlight not working,Mobile App,0.133333333
1136,13-08-2025 11:00,Noise,Resolved,Garbage not collected,Email,0.016666667
1137,16-06-2025 09:00,Water Leak,Resolved,Garbage not collected,Email,0.266666667
1138,28-12-2025 16:00,Graffiti,Open,Garbage not collected,Twitter,0.133333333
1139,02-12-2025 04:00,Streetlight,In Progress,Graffiti on wall,Email,0.2
1140,10-12-2025 06:00,Water Leak,Open,Overflowing garbage,Mobile App,0.183333333
1141,23-07-2025 01:00,Water Leak,Resolved,Overflowing garbage,Email,-0.016666667
1142,20-07-2025 06:00,Graffiti,Open,Illegal parking,Call Center,0.083333333
1143,25-12-2025 00:00,Noise,In Progress,Pothole near school,Mobile App,0.2
1144,04-09-2025 09:00,Streetlight,In Progress,Illegal parking,Twitter,0.166666667
1145,24-10-2025 20:00,Pothole,In Progress,Garbage not collected,Mobile App,0.333333333
1146,12-05-2025 13:00,Garbage,In Progress,Streetlight not working,Mobile App,0.066666667
1147,17-01-2025 06:00,Noise,In Progress,Overflowing garbage,Email,0.0
1148,04-07-2025 14:00,Streetlight,In Progress,Streetlight not working,Email,0.133333333
1149,17-11-2025 06:00,Water Leak,Resolved,Water leakage on road,Email,-0.066666667
1150,26-06-2025 08:00,Streetlight,Resolved,Streetlight not working,Twitter,0.383333333
1151,30-11-2025 15:00,Garbage,Open,Streetlight not working,Twitter,0.35
1152,05-03-2025 09:00,Graffiti,Resolved,Garbage not collected,Twitter,0.05
1153,04-03-2025 12:00,Garbage,In Progress,Illegal parking,Twitter,0.366666667
1154,08-10-2025 17:00,Pothole,Resolved,Pothole near school,Call Center,0.116666667
1155,18-05-2025 06:00,Pothole,Open,Garbage not collected,Mobile App,0.25
1156,31-07-2025 21:00,Garbage,In Progress,Graffiti on wall,Email,0.283333333
1157,11-04-2025 19:00,Noise,Resolved,Broken footpath,Mobile App,0.233333333
1158,07-05-2025 18:00,Noise,Resolved,Overflowing garbage,Mobile App,0.1
1159,07-07-2025 09:00,Water Leak,Open,Overflowing garbage,Mobile App,-0.066666667
1160,03-03-2025 02:00,Pothole,In Progress,Streetlight not working,Email,-0.05
1161,29-05-2025 09:00,Water Leak,Open,Water leakage on road,Mobile App,0.116666667
1162,26-01-2025 14:00,Pothole,In Progress,Graffiti on wall,Call Center,0.25
1163,13-08-2025 16:00,Garbage,In Progress,Streetlight not working,Email,-0.083333333
1164,17-11-2025 13:00,Noise,Resolved,Noise from bar at night,Call Center,0.366666667
1165,15-05-2025 07:00,Noise,Open,Noise from bar at night,Email,0.233333333
1166,25-10-2025 10:00,Garbage,Open,Pothole near school,Mobile App,0.383333333
1167,22-04-2025 03:00,Water Leak,Open,Streetlight not working,Mobile App,-0.033333333
1168,29-11-2025 12:00,Water Leak,In Progress,Overflowing garbage,Mobile App,0.2
1169,06-01-2025 10:00,Streetlight,Open,Broken footpath,Call Center,0.316666667
1170,05-05-2025 07:00,Pothole,In Progress,Water leakage on road,Mobile App,0.116666667
1171,28-06-2025 06:00,Water Leak,Open,Water leakage on road,Twitter,0.0
1172,24-10-2025 22:00,Garbage,Open,Illegal parking,Call Center,0.316666667
1173,09-12-2025 22:00,Water Leak,Resolved,Water leakage on road,Twitter,0.0
1174,17-11-2025 14:00,Noise,Open,Pothole near school,Email,0.15
1175,04-10-2025 16:00,Pothole,Resolved,Garbage not collected,Twitter,0.2
1176,16-08-2025 20:00,Graffiti,Resolved,Pothole near school,Twitter,0.183333333
1177,08-02-2025 08:00,Streetlight,In Progress,Noise from bar at night,Call Center,0.133333333
1178,12-11-2025 04:00,Pothole,Open,Streetlight not working,Email,-0.033333333
1179,28-12-2025 20:00,Noise,Open,Noise from bar at night,Twitter,0.383333333
1180,21-12-2025 06:00,Noise,Open,Illegal parking,Mobile App,-0.083333333
1181,16-05-2025 01:00,Noise,Resolved,Graffiti on wall,Mobile App,0.033333333
1182,23-01-2025 17:00,Noise,Open,Pothole near school,Email,0.083333333
1183,01-07-2025 02:00,Garbage,In Progress,Noise from bar at night,Twitter,0.116666667
1184,08-06-2025 18:00,Streetlight,In Progress,Garbage not collected,Call Center,0.183333333
1185,28-10-2025 06:00,Graffiti,Open,Broken footpath,Email,0.25
1186,26-03-2025 16:00,Noise,Resolved,Illegal parking,Email,0.133333333
1187,18-12-2025 12:00,Noise,In Progress,Noise from bar at night,Email,0.316666667
1188,12-01-2025 07:00,Water Leak,In Progress,Illegal parking,Email,0.183333333
1189,27-05-2025 07:00,Streetlight,Resolved,Broken footpath,Mobile App,0.233333333
1190,15-03-2025 19:00,Pothole,In Progress,Broken footpath,Call Center,0.3
1191,01-07-2025 17:00,Streetlight,Resolved,Streetlight not working,Mobile App,0.3
1192,22-10-2025 13:00,Streetlight,In Progress,Noise from bar at night,Email,-0.083333333
1193,08-02-2025 08:00,Graffiti,Resolved,Broken footpath,Call Center,0.033333333
1194,08-12-2025 06:00,Streetlight,In Progress,Pothole near school,Mobile App,0.35
1195,23-05-2025 22:00,Graffiti,Open,Garbage not collected,Twitter,0.366666667
1196,04-07-2025 19:00,Noise,In Progress,Water leakage on road,Twitter,0.216666667
1197,06-06-2025 16:00,Noise,In Progress,Water leakage on road,Email,0.4
1198,27-03-2025 10:00,Garbage,Open,Water leakage on road,Twitter,0.083333333
1199,18-02-2025 13:00,Graffiti,Open,Water leakage on road,Call Center,0.283333333
1200,23-12-2025 23:00,Graffiti,Open,Illegal parking,Email,0.066666667
1201,26-03-2025 17:00,Pothole,Open,Garbage not collected,Twitter,0.35
1202,27-09-2025 11:00,Water Leak,Resolved,Illegal parking,Call Center,-0.083333333
1203,07-01-2025 01:00,Streetlight,Resolved,Overflowing garbage,Mobile App,-0.016666667
1204,02-07-2025 20:00,Pothole,In Progress,Noise from bar at night,Mobile App,0.166666667
1205,23-11-2025 08:00,Graffiti,In Progress,Streetlight not working,Call Center,0.233333333
1206,26-12-2025 07:00,Pothole,In Progress,Water leakage on road,Twitter,0.233333333
1207,07-12-2025 13:00,Garbage,Resolved,Water leakage on road,Call Center,0.366666667
1208,20-04-2025 16:00,Water Leak,In Progress,Water leakage on road,Call Center,-0.016666667
