Request_ID,Sentiment_Score,Sentiment_Label
1400,-0.5,negative
1401,0.91,positive
1402,0.6,positive
1403,0.31,positive
1404,0.22,positive
1405,-0.28,negative
1406,0.28,positive
1407,0.45,positive
1408,-0.94,negative
1409,-0.76,negative
1410,-0.37,negative
1411,-0.35,negative
1412,0.8,positive
1413,0.37,positive
1414,-0.25,negative
1415,0.62,positive
1416,-0.35,negative
1417,0.98,positive
1418,0.56,positive
1419,0.62,positive
1420,-0.48,negative
1421,-0.71,negative
1422,-0.22,negative
1423,-0.33,negative
1424,0.54,positive
1425,-0.65,negative
1426,0.05,neutral
1427,0.26,positive
1428,-0.23,negative
1429,-0.6,negative
1430,0.79,positive
1431,-0.72,negative
1432,-0.39,negative
1433,0.51,positive
1434,0.21,positive
1435,0.46,positive
1436,0.62,positive
1437,0.79,positive
1438,-0.39,negative
1439,-0.05,neutral
1440,0.38,positive
1441,0.59,positive
1442,0.16,neutral
1443,0.03,neutral
1444,0.38,positive
1445,-0.24,negative
1446,0.79,positive
1447,-0.58,negative
1448,0.77,positive
1449,0.29,positive
1450,0.2,neutral
1451,-0.06,neutral
1452,-0.69,negative
1453,0.73,positive
1454,-0.89,negative
1455,-0.46,negative
1456,-0.78,negative
1457,-0.79,negative
1458,-0.22,negative
1459,-0.68,negative
1460,0.16,neutral
1461,0.25,positive
1462,0.76,positive
1463,-0.4,negative
1464,-0.38,negative
1465,-0.51,negative
1466,0.56,positive
1467,-0.14,neutral
1468,0.1,neutral
1469,-0.25,negative
1470,-0.69,negative
1471,-0.79,negative
1472,0.74,positive
1473,-0.47,negative
1474,0.88,positive
1475,0.89,positive
1476,-0.04,neutral
1477,0.92,positive
1478,-0.94,negative
1479,-0.82,negative
1480,-0.51,negative
1481,-0.58,negative
1482,-0.49,negative
1483,-0.1,neutral
1484,-0.87,negative
1485,0.11,neutral
1486,-0.38,negative
1487,-0.86,negative
1488,0.51,positive
1489,0.31,positive
1490,0.59,positive
1491,0.88,positive
1492,0.17,neutral
1493,0.57,positive
1494,-0.6,negative
1495,-0.18,neutral
1496,0.06,neutral
1497,0.08,neutral
1498,0.44,positive
1499,0.59,positive
1500,0.33,positive
1501,-0.91,negative
1502,-0.3,negative
1503,0.14,neutral
1504,0.02,neutral
1505,-0.91,negative
1506,0.96,positive
1507,0.91,positive
1508,0.55,positive
1509,-0.89,negative
1510,-0.14,neutral
1511,-0.18,neutral
1512,0.12,neutral
1513,-0.89,negative
1514,-0.15,neutral
1515,0.52,positive
1516,1.0,positive
1517,0.19,neutral
1518,0.88,positive
1519,1.0,positive
1520,-0.13,neutral
1521,0.34,positive
1522,-0.57,negative
1523,-0.05,neutral
1524,-0.84,negative
1525,-0.94,negative
1526,0.79,positive
1527,0.72,positive
1528,-0.38,negative
1529,-0.09,neutral
1530,-0.01,neutral
1531,0.04,neutral
1532,-0.73,negative
1533,0.55,positive
1534,-0.3,negative
1535,-0.94,negative
1536,0.35,positive
1537,0.66,positive
1538,0.84,positive
1539,0.35,positive
1540,-0.62,negative
1541,0.18,neutral
1542,0.82,positive
1543,-0.3,negative
1544,0.91,positive
1545,-0.8,negative
1546,0.46,positive
1547,-0.76,negative
1548,0.6,positive
1549,-0.8,negative
1550,-0.35,negative
1551,0.55,positive
1552,-0.08,neutral
1553,0.77,positive
1554,-0.2,negative
1555,0.99,positive
1556,-0.96,negative
1557,0.39,positive
1558,0.83,positive
1559,0.07,neutral
1560,0.98,positive
1561,0.42,positive
1562,-0.14,neutral
1563,0.03,neutral
1564,0.75,positive
1565,0.92,positive
1566,0.11,neutral
1567,-0.39,negative
1568,-0.52,negative
1569,-0.05,neutral
1570,-0.41,negative
1571,-0.16,neutral
1572,0.67,positive
1573,-1.0,neutral
1574,0.28,positive
1575,-0.82,negative
1576,0.52,positive
1577,-0.03,neutral
1578,-0.28,negative
1579,0.22,positive
1580,-0.8,negative
1581,-0.17,neutral
1582,0.62,positive
1583,-0.48,negative
1584,0.83,positive
1585,0.21,positive
1586,0.08,neutral
1587,-0.2,negative
1588,0.48,positive
1589,0.13,neutral
1590,0.59,positive
1591,-0.34,negative
1592,0.4,positive
1593,0.89,positive
1594,-0.44,negative
1595,0.96,positive
1596,-0.18,neutral
1597,-0.92,negative
1598,-0.28,negative
1599,-0.7,negative
1600,-0.39,negative
1601,-0.81,negative
1602,-0.64,negative
1603,-0.75,negative
1604,-0.91,negative
1605,-0.41,negative
1606,0.88,positive
1607,0.9,positive
1608,0.69,positive
1609,-0.98,negative
1610,-0.94,negative
1611,-0.98,negative
1612,-0.27,negative
1613,0.96,positive
1614,0.79,positive
1615,-0.5,negative
1616,-0.18,neutral
1617,0.65,positive
1618,0.52,positive
1619,-0.73,negative
1620,-0.78,negative
1621,0.09,neutral
1622,-0.8,negative
1623,0.65,positive
1624,-0.49,negative
1625,-0.62,negative
1626,-0.63,negative
1627,-0.91,negative
1628,0.28,positive
1629,-0.67,negative
1630,-0.53,negative
1631,0.5,positive
1632,-0.89,negative
1633,-0.59,negative
1634,-0.7,negative
1635,-0.99,negative
1636,0.08,neutral
1637,-0.62,negative
1638,0.27,positive
1639,0.0,neutral
1640,0.34,positive
1641,0.96,positive
1642,-0.56,negative
1643,0.33,positive
1644,0.67,positive
1645,0.91,positive
1646,0.24,positive
1647,-0.74,negative
1648,-0.89,negative
1649,-0.44,negative
1650,0.86,positive
1651,0.07,neutral
1652,0.16,neutral
1653,0.22,positive
1654,-0.34,negative
1655,-0.64,negative
1656,0.91,positive
1657,0.51,positive
1658,0.02,neutral
1659,-0.25,negative
1660,-0.03,neutral
1661,-0.93,negative
1662,-0.51,negative
1663,-0.5,negative
1664,-0.11,neutral
1665,-0.53,negative
1666,-0.63,negative
1667,0.53,positive
1668,0.79,positive
1669,-0.87,negative
1670,-0.58,negative
1671,0.55,positive
1672,0.63,positive
1673,0.0,neutral
1674,0.39,positive
1675,-0.84,negative
1676,0.7,positive
1677,0.67,positive
1678,0.39,positive
1679,0.83,positive
1680,-0.9,negative
1681,-0.54,negative
1682,-0.27,negative
1683,-0.68,negative
1684,0.63,positive
1685,0.51,positive
1686,0.55,positive
1687,-0.42,negative
1688,0.53,positive
1689,-0.75,negative
1690,-0.79,negative
1691,0.17,neutral
1692,-0.9,negative
1693,0.88,positive
1694,-0.34,negative
1695,-0.05,neutral
1696,0.63,positive
1697,-0.2,negative
1698,-0.14,neutral
1699,-0.3,negative
1700,-0.3,negative
1701,-0.06,neutral
1702,0.89,positive
1703,0.87,positive
1704,0.09,neutral
1705,-0.09,neutral
1706,0.62,positive
1707,0.36,positive
1708,0.76,positive
1709,0.46,positive
1710,0.9,positive
1711,0.77,positive
1712,0.71,positive
1713,-0.22,negative
1714,-0.23,negative
1715,0.48,positive
1716,-0.83,negative
1717,-0.36,negative
1718,0.86,positive
1719,-0.1,neutral
1720,-0.46,negative
1721,-0.05,neutral
1722,-0.42,negative
1723,0.54,positive
1724,0.7,positive
1725,0.57,positive
1726,-0.7,negative
1727,-0.33,negative
1728,-0.57,negative
1729,-0.91,negative
1730,0.48,positive
1731,-0.14,neutral
1732,-0.45,negative
1733,-0.38,negative
1734,-0.73,negative
1735,0.65,positive
1736,-0.71,negative
1737,-0.32,negative
1738,-0.99,negative
1739,-0.13,neutral
1740,-0.29,negative
1741,0.44,positive
1742,0.43,positive
1743,-0.92,negative
1744,-0.77,negative
1745,0.81,positive
1746,0.58,positive
1747,-0.22,negative
1748,-0.67,negative
1749,-0.48,negative
1750,0.32,positive
1751,0.89,positive
1752,0.23,positive
1753,-0.95,negative
1754,0.3,positive
1755,0.89,positive
1756,-0.28,negative
1757,0.87,positive
1758,0.34,positive
1759,-0.62,negative
1760,-0.71,negative
1761,-0.65,negative
1762,0.4,positive
1763,0.18,neutral
1764,-0.09,neutral
1765,-0.47,negative
1766,0.81,positive
1767,-0.57,negative
1768,-0.43,negative
1769,-0.89,negative
1770,-0.45,negative
1771,0.85,positive
1772,-0.62,negative
1773,-0.59,negative
1774,0.2,neutral
1775,0.13,neutral
1776,-0.65,negative
1777,-0.69,negative
1778,-0.77,negative
1779,0.72,positive
1780,0.31,positive
1781,0.91,positive
1782,-0.67,negative
1783,-0.08,neutral
1784,0.49,positive
1785,-0.57,negative
1786,0.37,positive
1787,-0.05,neutral
1788,-0.14,neutral
1789,0.29,positive
1790,-0.06,neutral
1791,0.64,positive
1792,0.86,positive
1793,0.18,neutral
1794,-0.4,negative
1795,0.55,positive
1796,-0.66,negative
1797,-0.81,negative
1798,0.04,neutral
1799,0.29,positive
1800,0.67,positive
1801,0.91,positive
1802,0.75,positive
1803,0.98,positive
1804,-0.05,neutral
1805,-0.37,negative
1806,-0.08,neutral
1807,0.29,positive
1808,0.01,neutral
1809,0.27,positive
1810,0.77,positive
1811,-0.67,negative
1812,-0.76,negative
1813,0.0,neutral
1814,0.96,positive
1815,-0.88,negative
1816,0.97,positive
1817,0.94,positive
1818,-0.41,negative
1819,0.78,positive
1820,-0.98,negative
1821,-0.09,neutral
1822,-0.2,negative
1823,0.81,positive
1824,-0.06,neutral
1825,-0.16,neutral
1826,0.28,positive
1827,-0.25,negative
1828,0.07,neutral
1829,0.91,positive
1830,-0.59,negative
1831,-0.08,neutral
1832,-0.97,negative
1833,0.68,positive
1834,-0.82,negative
1835,-0.81,negative
1836,0.77,positive
1837,-0.18,neutral
1838,0.37,positive
1839,0.72,positive
1840,-0.25,negative
1841,-0.48,negative
1842,-0.66,negative
1843,0.21,positive
1844,-0.5,negative
1845,0.27,positive
1846,-0.37,negative
1847,-0.3,negative
1848,-0.5,negative
1849,-0.16,neutral
1850,-0.68,negative
1851,-0.36,negative
1852,0.56,positive
1853,-0.57,negative
1854,0.89,positive
1855,-0.01,neutral
1856,-0.79,negative
1857,0.89,positive
1858,-0.09,neutral
1859,0.11,neutral
1860,-0.63,negative
1861,-0.33,negative
1862,0.41,positive
1863,-0.75,negative
1864,0.14,neutral
1865,0.39,positive
1866,-1.0,
1867,0.68,positive
1868,-0.89,negative
1869,-0.51,negative
1870,0.93,positive
1871,-0.84,negative
1872,0.65,positive
1873,0.3,positive
1874,0.2,neutral
1875,0.16,neutral
1876,-0.67,negative
1877,0.34,positive
1878,0.9,positive
1879,-0.85,negative
1880,-0.34,negative
1881,-0.06,neutral
1882,-0.54,negative
1883,0.48,positive
1884,0.38,positive
1885,-0.76,negative
1886,0.14,neutral
1887,-0.26,negative
1888,-0.54,negative
1889,0.7,positive
1890,-0.89,negative
1891,-0.07,neutral
1892,-0.05,neutral
1893,0.14,neutral
1894,-0.6,negative
1895,0.74,positive
1896,0.93,positive
1897,0.1,neutral
1898,-0.49,negative
1899,0.75,positive
1900,0.98,positive
1901,0.48,positive
1902,-0.33,negative
1903,-0.53,negative
1904,-0.69,negative
1905,-0.53,negative
1906,-0.55,negative
1907,0.93,positive
1908,0.29,positive
1909,-0.67,negative
1910,-0.02,neutral
1911,-0.63,negative
1912,0.21,positive
1913,-0.32,negative
1914,-0.61,negative
1915,-0.51,negative
1916,0.35,positive
1917,-0.18,neutral
1918,0.03,neutral
1919,0.64,positive
1920,0.31,positive
1921,-0.08,neutral
1922,0.91,positive
1923,-0.57,negative
1924,-0.42,negative
1925,0.82,positive
1926,0.71,positive
1927,-0.74,negative
1928,0.86,positive
1929,-0.98,negative
1930,0.64,positive
1931,-0.44,negative
1932,-0.62,negative
1933,-0.1,neutral
1934,0.79,positive
1935,0.57,positive
1936,0.93,positive
1937,0.08,neutral
1938,0.02,neutral
1939,-0.97,negative
1940,-0.64,negative
1941,0.0,neutral
1942,0.51,positive
1943,0.65,positive
1944,-0.43,negative
1945,0.42,positive
1946,0.66,positive
1947,-0.25,negative
1948,0.39,positive
1949,-0.13,neutral
1950,0.97,positive
1951,-0.99,negative
1952,-0.17,neutral
1953,-0.47,negative
1954,0.7,positive
1955,-0.43,negative
1956,0.09,neutral
1957,0.48,positive
1958,-0.01,neutral
1959,-0.18,neutral
1960,-0.91,negative
1961,-0.95,negative
1962,0.91,positive
1963,0.29,positive
1964,0.65,positive
1965,-0.04,neutral
1966,-0.48,negative
1967,-0.41,negative
1968,-0.91,negative
1969,0.58,positive
1970,0.16,neutral
1971,-0.04,neutral
1972,0.7,positive
1973,-0.11,neutral
1974,0.9,positive
1975,-0.97,negative
1976,0.97,positive
1977,0.63,positive
1978,-0.29,negative
1979,0.19,neutral
1980,0.73,positive
1981,-0.04,neutral
1982,-0.9,negative
1983,0.81,positive
1984,0.03,neutral
1985,0.09,neutral
1986,-0.97,negative
1987,-0.8,negative
1988,0.55,positive
1989,-0.13,neutral
1990,1.0,positive
1991,0.39,positive
1992,0.9,positive
1993,-0.44,negative
1994,-0.65,negative
1995,-0.25,negative
1996,-0.47,negative
1997,0.23,positive
1998,0.49,positive
1999,-0.2,negative
2000,-0.82,negative
2001,-0.95,negative
2002,-0.56,negative
2003,0.46,positive
2004,-0.56,negative
2005,0.82,positive
2006,0.3,positive
2007,0.72,positive
2008,-0.23,negative
2009,0.97,positive
2010,0.36,positive
2011,-0.29,negative
2012,-0.57,negative
2013,0.73,positive
2014,-0.36,negative
2015,-0.91,negative
2016,-0.44,negative
2017,-0.64,negative
2018,-0.36,negative
2019,0.23,positive
2020,0.0,neutral
2021,0.42,positive
2022,-0.33,negative
2023,-0.76,negative
2024,-0.68,negative
2025,0.59,positive
2026,-0.8,negative
2027,0.6,positive
2028,-0.57,negative
2029,0.36,positive
2030,0.25,positive
2031,-0.8,negative
2032,0.33,positive
2033,-0.1,neutral
2034,0.41,positive
2035,0.67,positive
2036,-0.92,negative
2037,0.3,positive
2038,-0.79,negative
2039,-0.24,negative
2040,-0.97,negative
2041,-0.34,negative
2042,-0.66,negative
2043,0.11,neutral
2044,0.02,neutral
2045,0.59,positive
2046,0.28,positive
2047,0.43,positive
2048,-0.82,negative
2049,-0.94,negative
2050,0.94,positive
2051,-0.15,neutral
2052,-0.21,negative
2053,-0.93,negative
2054,-0.76,negative
2055,0.88,positive
2056,0.39,positive
2057,-0.18,neutral
2058,0.81,positive
2059,0.18,neutral
2060,0.49,positive
2061,-0.14,neutral
2062,-0.14,neutral
2063,-0.86,negative
2064,0.47,positive
2065,-0.8,negative
2066,0.53,positive
2067,-0.62,negative
2068,-0.51,negative
2069,0.84,positive
2070,-0.06,neutral
2071,-0.75,negative
2072,0.81,positive
2073,-0.1,neutral
2074,-0.74,negative
2075,-0.22,negative
2076,0.18,neutral
2077,-0.28,negative
2078,0.85,positive
2079,-0.46,negative
2080,-0.65,negative
2081,-0.56,negative
2082,-0.83,negative
2083,-0.1,neutral
2084,0.76,positive
2085,-0.39,negative
2086,-0.48,negative
2087,0.67,positive
2088,-0.39,negative
2089,-0.05,neutral
2090,-0.94,negative
2091,-0.43,negative
2092,-0.74,negative
2093,-0.79,negative
2094,-0.14,neutral
2095,-0.45,negative
2096,-0.67,negative
2097,0.02,neutral
2098,0.57,positive
2099,0.47,positive
2100,-0.5,negative
2101,-0.47,negative
2102,0.46,positive
2103,0.11,neutral
2104,0.48,positive
2105,-1.0,
2106,-0.83,negative
2107,0.6,positive
2108,0.7,positive
2109,-0.31,negative
2110,0.92,positive
2111,-0.4,negative
2112,0.78,positive
2113,-0.16,neutral
2114,0.12,neutral
2115,0.29,positive
2116,-0.73,negative
2117,-0.93,negative
2118,-0.15,neutral
2119,-0.68,negative
2120,0.1,neutral
2121,-0.09,neutral
2122,-0.76,negative
2123,0.33,positive
2124,-0.96,negative
2125,-0.75,negative
2126,0.4,positive
2127,0.06,neutral
2128,-0.44,negative
2129,-0.64,negative
2130,0.28,positive
2131,-0.59,negative
2132,0.97,positive
2133,0.74,positive
2134,-0.74,negative
2135,0.72,positive
2136,-0.31,negative
2137,-0.02,neutral
2138,-0.71,negative
2139,-0.76,negative
2140,0.73,positive
2141,0.26,positive
2142,-0.08,neutral
2143,-0.93,negative
2144,0.84,positive
2145,-0.25,negative
2146,-0.17,neutral
2147,-0.42,negative
2148,0.78,positive
2149,-0.31,negative
2150,-0.65,negative
2151,0.0,neutral
2152,0.56,positive
2153,-0.26,negative
2154,0.3,positive
2155,-0.39,negative
2156,0.44,positive
2157,0.34,positive
2158,0.36,positive
2159,0.29,positive
2160,-0.69,negative
2161,0.78,positive
2162,0.17,neutral
2163,-0.24,negative
2164,-0.66,negative
2165,0.57,positive
2166,0.02,neutral
2167,-0.71,negative
2168,0.84,positive
2169,-0.79,negative
2170,0.05,neutral
2171,0.22,positive
2172,1.0,positive
2173,-0.72,negative
2174,0.23,positive
2175,-0.05,neutral
2176,-0.49,negative
2177,0.88,positive
2178,0.58,positive
2179,0.55,positive
2180,0.8,positive
2181,0.45,positive
2182,0.01,neutral
2183,-0.22,negative
2184,0.41,positive
2185,0.21,positive
2186,0.09,neutral
2187,0.18,neutral
2188,0.31,positive
2189,0.94,positive
2190,0.51,positive
2191,-0.65,negative
2192,-0.07,neutral
2193,0.36,positive
2194,-0.65,negative
2195,0.87,positive
2196,-0.85,negative
2197,0.22,positive
2198,0.95,positive
2199,0.46,positive
2200,0.35,positive
2201,0.99,positive
2202,0.58,positive
2203,0.94,positive
2204,0.4,positive
2205,0.33,positive
2206,0.53,positive
2207,-0.62,negative
2208,0.61,positive
2209,0.94,positive
2210,0.22,positive
2211,-0.98,negative
2212,-0.86,negative
2213,-0.53,negative
2214,-0.02,neutral
2215,-0.17,neutral
2216,0.96,positive
2217,0.89,positive
2218,-0.21,negative
2219,0.59,positive
2220,0.27,positive
2221,-0.51,negative
2222,0.86,positive
2223,-0.48,negative
2224,0.74,positive
2225,0.28,positive
2226,0.24,positive
2227,0.68,positive
2228,-0.01,neutral
2229,0.71,positive
2230,0.1,neutral
2231,0.97,positive
2232,0.32,positive
2233,-0.25,negative
2234,0.53,positive
2235,0.02,neutral
2236,0.61,positive
2237,0.67,positive
2238,0.23,positive
2239,0.74,positive
2240,-0.19,neutral
2241,-0.89,negative
2242,0.33,positive
2243,0.53,positive
2244,-0.85,negative
2245,0.54,positive
2246,0.28,positive
2247,-0.77,negative
2248,0.08,neutral
2249,-0.78,negative
2250,-0.36,negative
2251,0.61,positive
2252,-0.8,negative
2253,-0.08,neutral
2254,0.21,positive
2255,0.88,positive
2256,0.47,positive
2257,-0.72,negative
2258,0.94,positive
2259,-0.04,neutral
2260,-0.26,negative
2261,-0.74,negative
2262,0.87,positive
2263,0.17,neutral
2264,0.98,positive
2265,-0.65,negative
2266,0.09,neutral
2267,-0.78,negative
2268,0.05,neutral
2269,0.78,positive
2270,-0.78,negative
2271,-0.46,negative
2272,0.36,positive
2273,-0.85,negative
2274,-0.09,neutral
2275,-0.33,negative
2276,0.68,positive
2277,-0.9,negative
2278,0.73,positive
2279,0.41,positive
2280,-0.41,negative
2281,-0.6,negative
2282,0.9,positive
2283,0.11,neutral
2284,-0.31,negative
2285,-0.91,negative
2286,-0.67,negative
2287,0.2,neutral
2288,0.03,neutral
2289,0.52,positive
2290,0.67,positive
2291,-0.21,negative
2292,-0.8,negative
2293,0.58,positive
2294,0.11,neutral
2295,0.96,positive
2296,0.59,positive
2297,-0.34,negative
2298,-0.14,neutral
2299,-0.53,negative
2300,0.02,neutral
2301,0.42,positive
2302,0.22,positive
2303,-0.32,negative
2304,0.65,positive
2305,-0.79,negative
2306,-0.71,negative
2307,-0.19,neutral
2308,0.4,positive
2309,0.39,positive
2310,-0.27,negative
2311,0.39,positive
2312,-0.88,negative
2313,-0.42,negative
2314,0.39,positive
2315,-0.63,negative
2316,-0.57,negative
2317,-0.83,negative
2318,-0.27,negative
2319,0.65,positive
2320,0.67,positive
2321,0.72,positive
2322,-0.93,negative
2323,0.99,positive
2324,0.01,neutral
2325,0.75,positive
2326,0.81,positive
2327,0.03,neutral
2328,-0.9,negative
2329,0.19,neutral
2330,-0.33,negative
2331,-0.59,negative
2332,-0.63,negative
2333,0.12,neutral
2334,-0.79,negative
2335,0.64,positive
2336,-0.55,negative
2337,0.1,neutral
2338,-0.75,negative
2339,0.72,positive
2340,0.38,positive
2341,-0.59,negative
2342,0.43,positive
2343,-0.83,negative
2344,0.54,positive
2345,-0.02,neutral
2346,-0.76,negative
2347,0.1,neutral
2348,-0.6,negative
2349,0.35,positive
2350,0.42,positive
2351,0.52,positive
2352,0.79,positive
2353,0.31,positive
2354,-0.02,neutral
2355,0.71,positive
2356,0.8,positive
2357,0.56,positive
2358,0.88,positive
2359,0.96,positive
2360,-0.5,negative
2361,-0.63,negative
2362,-0.1,neutral
2363,0.99,positive
2364,-0.82,negative
2365,0.42,positive
2366,0.7,positive
2367,0.99,positive
2368,0.24,positive
2369,-0.24,negative
2370,-0.67,negative
2371,0.96,positive
2372,0.85,positive
2373,0.61,positive
2374,0.89,positive
2375,-0.88,negative
2376,0.26,positive
2377,-0.45,negative
2378,0.53,positive
2379,-0.81,negative
2380,-0.48,negative
2381,0.7,positive
2382,0.5,positive
2383,0.98,positive
2384,0.29,positive
2385,-0.39,negative
2386,0.1,neutral
2387,0.89,positive
2388,0.3,positive
2389,0.76,positive
2390,-0.95,negative
2391,-0.26,negative
2392,0.87,positive
2393,-0.92,negative
2394,0.04,neutral
2395,-0.31,negative
2396,0.29,positive
2397,-0.68,negative
2398,0.31,positive
2399,0.98,positive
2400,-0.46,negative
2401,-0.08,neutral
2402,-0.94,negative
2403,-0.13,neutral
2404,-0.19,neutral
2405,0.13,neutral
2406,-0.49,negative
2407,-0.34,negative
2408,0.22,positive
2409,0.82,positive
2410,-0.53,negative
2411,0.35,positive
2412,0.05,neutral
2413,-0.79,negative
2414,0.13,neutral
2415,0.42,positive
2416,0.2,neutral
2417,-0.79,negative
2418,0.71,positive
2419,-0.92,negative
2420,-0.53,negative
2421,0.23,positive
2422,-0.56,negative
2423,-0.8,negative
2424,0.02,neutral
2425,0.44,positive
2426,-0.18,neutral
2427,0.4,positive
2428,0.72,positive
2429,0.92,positive
2430,-0.53,negative
2431,0.21,positive
2432,-0.47,negative
2433,0.74,positive
2434,0.78,positive
2435,-0.36,negative
2436,0.29,positive
2437,0.78,positive
2438,0.02,neutral
2439,0.44,positive
2440,0.6,positive
2441,0.74,positive
2442,0.03,neutral
2443,0.88,positive
2444,0.26,positive
2445,-0.7,negative
2446,0.22,positive
2447,-0.4,negative
2448,-0.26,negative
2449,0.62,positive
2450,0.95,positive
2451,0.74,positive
2452,-0.35,negative
2453,-0.09,neutral
2454,0.97,positive
2455,0.85,positive
2456,0.95,positive
2457,-0.13,neutral
2458,0.6,positive
2459,0.74,positive
2460,-0.91,negative
2461,-0.47,negative
2462,0.77,positive
2463,-0.22,negative
2464,-0.44,negative
2465,-0.45,negative
2466,-0.25,negative
2467,-0.51,negative
2468,-0.99,negative
2469,-0.65,negative
2470,0.77,positive
2471,-0.85,negative
2472,-0.17,neutral
2473,-0.09,neutral
2474,0.56,positive
2475,-0.49,negative
2476,-0.38,negative
2477,-0.97,negative
2478,0.81,positive
2479,0.37,positive
2480,-0.47,negative
2481,0.78,positive
2482,-0.83,negative
2483,-0.26,negative
2484,0.13,neutral
2485,0.01,neutral
2486,0.31,positive
2487,-0.4,negative
2488,0.52,positive
2489,-0.19,neutral
2490,-0.75,negative
2491,0.48,positive
2492,0.82,positive
2493,-0.27,negative
2494,0.18,neutral
2495,0.38,positive
2496,0.66,positive
2497,-0.6,negative
2498,0.14,neutral
2499,0.48,positive
2500,-0.6,negative
2501,-0.06,neutral
2502,-0.07,neutral
2503,0.68,positive
2504,0.55,positive
2505,-0.54,negative
2506,-0.53,negative
2507,0.45,positive
2508,0.48,positive
2509,-0.64,negative
2510,-0.18,neutral
2511,0.65,positive
2512,-0.84,negative
2513,-0.25,negative
2514,0.29,positive
2515,0.54,positive
2516,0.31,positive
2517,-0.2,negative
2518,0.98,positive
2519,-0.92,negative
2520,-0.01,neutral
2521,0.02,neutral
2522,-0.52,negative
2523,0.12,neutral
2524,-0.56,negative
2525,-0.11,neutral
2526,-0.14,neutral
2527,0.55,positive
2528,0.89,positive
2529,-0.59,negative
2530,0.98,positive
2531,0.88,positive
2532,-0.77,negative
2533,0.82,positive
2534,0.13,neutral
2535,0.76,positive
2536,0.89,positive
2537,0.72,positive
2538,-0.19,neutral
2539,0.27,positive
2540,-0.07,neutral
2541,-0.27,negative
2542,-0.5,negative
2543,-0.12,neutral
2544,0.61,positive
2545,0.69,positive
2546,0.92,positive
2547,-0.42,negative
2548,0.3,positive
2549,0.39,positive
2550,-0.62,negative
2551,-0.27,negative
2552,-0.32,negative
2553,0.97,positive
2554,0.92,positive
2555,0.64,positive
2556,-0.05,neutral
2557,-0.47,negative
2558,0.83,positive
2559,-0.46,negative
2560,0.04,neutral
2561,-0.51,negative
2562,0.94,positive
2563,-0.92,negative
2564,-0.65,negative
2565,0.53,positive
2566,-0.7,negative
2567,0.96,positive
2568,-0.36,negative
2569,0.84,positive
2570,0.32,positive
2571,0.27,positive
2572,0.83,positive
2573,0.03,neutral
2574,-0.2,negative
2575,-0.56,negative
2576,-0.71,negative
2577,0.58,positive
2578,-0.74,negative
2579,-0.21,negative
2580,-0.18,neutral
2581,0.33,positive
2582,-0.44,negative
2583,0.68,positive
2584,-0.59,negative
2585,0.58,positive
2586,0.7,positive
2587,-0.61,negative
2588,0.62,positive
2589,0.43,positive
2590,0.75,positive
2591,0.02,neutral
2592,-0.53,negative
2593,0.82,positive
2594,0.58,positive
2595,-0.96,negative
2596,0.88,positive
2597,0.9,positive
2598,-0.29,negative
2599,-0.98,negative
2600,0.11,neutral
2601,0.83,positive
2602,-0.75,negative
2603,0.18,neutral
2604,0.46,positive
2605,-0.73,negative
2606,0.03,neutral
2607,-0.82,negative
2608,0.12,neutral
2609,-0.12,neutral
2610,-0.47,negative
2611,0.71,positive
2612,-0.24,negative
2613,0.4,positive
2614,0.58,positive
2615,-0.64,negative
2616,-0.76,negative
2617,-0.98,negative
2618,-0.39,negative
2619,0.63,positive
2620,0.55,positive
2621,0.74,positive
2622,0.52,positive
2623,-0.95,negative
2624,-0.23,negative
2625,-0.99,negative
2626,-0.93,negative
2627,-0.04,neutral
2628,-0.28,negative
2629,0.12,neutral
2630,-0.87,negative
2631,0.18,neutral
2632,-0.87,negative
2633,-0.15,neutral
2634,-0.3,negative
2635,-0.55,negative
2636,-0.38,negative
2637,-1.0,
2638,-0.35,negative
2639,-0.84,negative
2640,0.84,positive
2641,-0.85,negative
2642,0.91,positive
2643,-0.02,neutral
2644,0.03,neutral
2645,0.58,positive
2646,0.39,positive
2647,-0.53,negative
2648,-0.95,negative
2649,0.56,positive
2650,-0.74,negative
2651,0.2,neutral
2652,0.89,positive
2653,0.1,neutral
2654,-0.43,negative
2655,-0.64,negative
2656,-0.95,negative
2657,0.25,positive
2658,0.12,neutral
2659,-0.08,neutral
2660,-0.61,negative
2661,-0.53,negative
2662,0.92,positive
2663,-0.96,negative
2664,-0.27,negative
2665,-0.92,negative
2666,-0.62,negative
2667,0.87,positive
2668,-0.7,negative
2669,0.2,neutral
2670,-0.31,negative
2671,0.27,positive
2672,0.7,positive
2673,-0.43,negative
2674,-0.84,negative
2675,-0.59,negative
2676,-0.12,neutral
2677,0.03,neutral
2678,0.88,positive
2679,-0.97,negative
2680,0.52,positive
2681,-0.85,negative
2682,-0.84,negative
2683,0.31,positive
2684,0.82,positive
2685,-0.42,negative
2686,-0.46,negative
2687,0.24,positive
2688,0.55,positive
2689,0.74,positive
2690,-0.5,negative
2691,0.48,positive
2692,-0.39,negative
2693,0.09,neutral
2694,-0.62,negative
2695,-0.71,negative
2696,0.87,positive
2697,0.09,neutral
2698,-0.99,negative
2699,0.59,positive
2700,0.38,positive
2701,-0.35,negative
2702,-0.07,neutral
2703,-0.1,neutral
2704,-0.45,negative
2705,0.96,positive
2706,0.09,neutral
2707,0.79,positive
