Request_ID,Month,Quarter,Day_of_Week
1067,4,Q2,Tuesday
1068,6,Q2,Sunday
1069,6,Q2,Thursday
1070,5,Q2,Thursday
1071,9,Q3,Friday
1072,2,Q1,Thursday
1073,4,Q2,Wednesday
1074,7,Q3,Saturday
1075,8,Q3,Sunday
1076,6,Q2,Saturday
1077,12,Q4,Sunday
1078,6,Q2,Tuesday
1079,8,Q3,Thursday
1080,11,Q4,Sunday
1081,10,Q4,Sunday
1082,12,Q4,Tuesday
1083,2,Q1,Tuesday
1084,6,Q2,Sunday
1085,10,Q4,Thursday
1086,4,Q2,Wednesday
1087,7,Q3,Tuesday
1088,9,Q3,Tuesday
1089,11,Q4,Saturday
1090,8,Q3,Thursday
1091,11,Q4,Tuesday
1092,3,Q1,Saturday
1093,10,Q4,Thursday
1094,11,Q4,Sunday
1095,9,Q3,Saturday
1096,1,Q1,Tuesday
1097,1,Q1,Tuesday
1098,11,Q4,Friday
1099,3,Q1,Wednesday
1100,3,Q1,Sunday
1101,4,Q2,Tuesday
1102,8,Q3,Sunday
1103,8,Q3,Friday
1104,2,Q1,Friday
1105,1,Q1,Friday
1106,3,Q1,Monday
1107,9,Q3,Monday
1108,11,Q4,Saturday
1109,2,Q1,Saturday
1110,6,Q2,Wednesday
1111,12,Q4,Monday
1112,5,Q2,Wednesday
1113,6,Q2,Tuesday
1114,10,Q4,Monday
1115,10,Q4,Sunday
1116,4,Q2,Monday
1117,6,Q2,Friday
1118,10,Q4,Saturday
1119,5,Q2,Tuesday
1120,8,Q3,Sunday
1121,1,Q1,Tuesday
1122,6,Q2,Sunday
1123,11,Q4,Saturday
1124,6,Q2,Saturday
1125,2,Q1,Tuesday
1126,12,Q4,Wednesday
1127,1,Q1,Wednesday
1128,9,Q3,Wednesday
1129,4,Q2,Wednesday
1130,3,Q1,Friday
1131,8,Q3,Friday
1132,4,Q2,Friday
1133,10,Q4,Friday
1134,8,Q3,Sunday
1135,10,Q4,Friday
1136,8,Q3,Wednesday
1137,6,Q2,Monday
1138,12,Q4,Sunday
1139,12,Q4,Tuesday
1140,12,Q4,Wednesday
1141,7,Q3,Wednesday
1142,7,Q3,Sunday
1143,12,Q4,Thursday
1144,9,Q3,Thursday
1145,10,Q4,Friday
1146,5,Q2,Monday
1147,1,Q1,Friday
1148,7,Q3,Friday
1149,11,Q4,Monday
1150,6,Q2,Thursday
1151,11,Q4,Sunday
1152,3,Q1,Wednesday
1153,3,Q1,Tuesday
1154,10,Q4,Wednesday
1155,5,Q2,Sunday
1156,7,Q3,Thursday
1157,4,Q2,Friday
1158,5,Q2,Wednesday
1159,7,Q3,Monday
1160,3,Q1,Monday
1161,5,Q2,Thursday
1162,1,Q1,Sunday
1163,8,Q3,Wednesday
1164,11,Q4,Monday
1165,5,Q2,Thursday
1166,10,Q4,Saturday
1167,4,Q2,Tuesday
1168,11,Q4,Saturday
1169,1,Q1,Monday
1170,5,Q2,Monday
1171,6,Q2,Saturday
1172,10,Q4,Friday
1173,12,Q4,Tuesday
1174,11,Q4,Monday
1175,10,Q4,Saturday
1176,8,Q3,Saturday
1177,2,Q1,Saturday
1178,11,Q4,Wednesday
1179,12,Q4,Sunday
1180,12,Q4,Sunday
1181,5,Q2,Friday
1182,1,Q1,Thursday
1183,7,Q3,Tuesday
1184,6,Q2,Sunday
1185,10,Q4,Tuesday
1186,3,Q1,Wednesday
1187,12,Q4,Thursday
1188,1,Q1,Sunday
1189,5,Q2,Tuesday
1190,3,Q1,Saturday
1191,7,Q3,Tuesday
1192,10,Q4,Wednesday
1193,2,Q1,Saturday
1194,12,Q4,Monday
1195,5,Q2,Friday
1196,7,Q3,Friday
1197,6,Q2,Friday
1198,3,Q1,Thursday
1199,2,Q1,Tuesday
1200,12,Q4,Tuesday
1201,3,Q1,Wednesday
1202,9,Q3,Saturday
1203,1,Q1,Tuesday
1204,7,Q3,Wednesday
1205,11,Q4,Sunday
1206,12,Q4,Friday
1207,12,Q4,Sunday
1208,4,Q2,Sunday
1209,7,Q3,Monday
1210,12,Q4,Tuesday
1211,11,Q4,Sunday
1212,3,Q1,Tuesday
1213,7,Q3,Sunday
1214,2,Q1,Monday
1215,11,Q4,Saturday
1216,12,Q4,Monday
1217,3,Q1,Wednesday
1218,11,Q4,Tuesday
1219,8,Q3,Tuesday
1220,11,Q4,Sunday
1221,8,Q3,Friday
1222,5,Q2,Thursday
1223,2,Q1,Thursday
1224,10,Q4,Friday
1225,2,Q1,Tuesday
1226,4,Q2,Saturday
1227,2,Q1,Sunday
1228,9,Q3,Wednesday
1229,6,Q2,Tuesday
1230,3,Q1,Sunday
1231,12,Q4,Wednesday
1232,10,Q4,Tuesday
1233,1,Q1,Friday
1234,4,Q2,Friday
1235,3,Q1,Friday
1236,11,Q4,Sunday
1237,4,Q2,Sunday
1238,11,Q4,Saturday
1239,12,Q4,Monday
1240,11,Q4,Wednesday
1241,7,Q3,Wednesday
1242,10,Q4,Friday
1243,2,Q1,Friday
1244,7,Q3,Monday
1245,3,Q1,Saturday
1246,2,Q1,Thursday
1247,2,Q1,Sunday
1248,3,Q1,Monday
1249,11,Q4,Sunday
1250,2,Q1,Thursday
1251,7,Q3,Tuesday
1252,10,Q4,Tuesday
1253,2,Q1,Sunday
1254,10,Q4,Friday
1255,2,Q1,Monday
1256,6,Q2,Sunday
1257,8,Q3,Tuesday
1258,6,Q2,Sunday
1259,8,Q3,Saturday
1260,12,Q4,Tuesday
1261,5,Q2,Tuesday
1262,6,Q2,Wednesday
1263,7,Q3,Thursday
1264,8,Q3,Thursday
1265,1,Q1,Tuesday
1266,4,Q2,Thursday
1267,4,Q2,Tuesday
1268,4,Q2,Friday
1269,3,Q1,Saturday
1270,9,Q3,Monday
1271,6,Q2,Friday
1272,2,Q1,Monday
1273,6,Q2,Sunday
1274,11,Q4,Saturday
1275,4,Q2,Thursday
1276,5,Q2,Thursday
1277,3,Q1,Monday
1278,3,Q1,Thursday
1279,10,Q4,Thursday
1280,1,Q1,Thursday
1281,4,Q2,Saturday
1282,6,Q2,Saturday
1283,6,Q2,Thursday
1284,4,Q2,Sunday
1285,7,Q3,Saturday
1286,9,Q3,Sunday
1287,1,Q1,Friday
1288,4,Q2,Monday
1289,8,Q3,Sunday
1290,11,Q4,Wednesday
1291,4,Q2,Thursday
1292,9,Q3,Monday
1293,6,Q2,Thursday
1294,6,Q2,Monday
1295,4,Q2,Friday
1296,1,Q1,Monday
1297,8,Q3,Monday
1298,2,Q1,Monday
1299,3,Q1,Friday
1300,10,Q4,Monday
1301,7,Q3,Wednesday
1302,2,Q1,Tuesday
1303,8,Q3,Friday
1304,8,Q3,Tuesday
1305,3,Q1,Saturday
1306,1,Q1,Friday
1307,4,Q2,Thursday
1308,7,Q3,Thursday
1309,1,Q1,Sunday
1310,10,Q4,Wednesday
1311,3,Q1,Thursday
1312,2,Q1,Saturday
1313,11,Q4,Sunday
1314,2,Q1,Thursday
1315,12,Q4,Wednesday
1316,4,Q2,Friday
1317,12,Q4,Tuesday
1318,7,Q3,Thursday
1319,9,Q3,Monday
1320,4,Q2,Wednesday
1321,11,Q4,Thursday
1322,7,Q3,Saturday
1323,1,Q1,Wednesday
1324,12,Q4,Saturday
1325,7,Q3,Sunday
1326,8,Q3,Monday
1327,7,Q3,Wednesday
1328,4,Q2,Saturday
1329,8,Q3,Saturday
1330,12,Q4,Tuesday
1331,11,Q4,Saturday
1332,5,Q2,Tuesday
1333,12,Q4,Monday
1334,10,Q4,Thursday
1335,9,Q3,Tuesday
1336,1,Q1,Thursday
1337,5,Q2,Tuesday
1338,4,Q2,Tuesday
1339,2,Q1,Saturday
1340,10,Q4,Monday
1341,3,Q1,Monday
1342,5,Q2,Monday
1343,5,Q2,Friday
1344,8,Q3,Sunday
1345,6,Q2,Saturday
1346,5,Q2,Thursday
1347,2,Q1,Tuesday
1348,6,Q2,Saturday
1349,9,Q3,Friday
1350,6,Q2,Tuesday
1351,3,Q1,Wednesday
1352,8,Q3,Saturday
1353,11,Q4,Thursday
1354,2,Q1,Saturday
1355,5,Q2,Friday
1356,3,Q1,Monday
1357,5,Q2,Thursday
1358,2,Q1,Sunday
1359,8,Q3,Wednesday
1360,10,Q4,Saturday
1361,4,Q2,Friday
1362,5,Q2,Saturday
1363,3,Q1,Saturday
1364,8,Q3,Monday
1365,10,Q4,Wednesday
1366,2,Q1,Tuesday
1367,8,Q3,Friday
1368,6,Q2,Tuesday
1369,5,Q2,Wednesday
1370,12,Q4,Monday
1371,2,Q1,Thursday
1372,6,Q2,Sunday
1373,9,Q3,Monday
1374,2,Q1,Sunday
1375,9,Q3,Wednesday
1376,8,Q3,Sunday
1377,7,Q3,Sunday
1378,5,Q2,Saturday
1379,11,Q4,Tuesday
1380,1,Q1,Wednesday
1381,5,Q2,Thursday
1382,3,Q1,Thursday
1383,3,Q1,Saturday
1384,12,Q4,Tuesday
1385,8,Q3,Saturday
1386,10,Q4,Thursday
1387,8,Q3,Friday
1388,10,Q4,Saturday
1389,1,Q1,Sunday
1390,4,Q2,Saturday
1391,8,Q3,Saturday
1392,1,Q1,Saturday
1393,12,Q4,Wednesday
1394,6,Q2,Saturday
1395,6,Q2,Monday
1396,12,Q4,Friday
1397,2,Q1,Thursday
1398,12,Q4,Monday
1399,9,Q3,Sunday
1400,8,Q3,Thursday
1401,3,Q1,Thursday
1402,6,Q2,Tuesday
1403,5,Q2,Monday
1404,2,Q1,Sunday
1405,1,Q1,Thursday
1406,6,Q2,Friday
1407,10,Q4,Wednesday
1408,5,Q2,Saturday
1409,8,Q3,Saturday
1410,4,Q2,Thursday
1411,9,Q3,Tuesday
1412,12,Q4,Monday
1413,1,Q1,Wednesday
1414,9,Q3,Tuesday
1415,3,Q1,Sunday
1416,10,Q4,Wednesday
1417,11,Q4,Sunday
1418,2,Q1,Saturday
1419,5,Q2,Tuesday
1420,10,Q4,Monday
1421,1,Q1,Saturday
1422,3,Q1,Thursday
1423,5,Q2,Wednesday
1424,1,Q1,Sunday
1425,12,Q4,Friday
1426,3,Q1,Thursday
1427,9,Q3,Thursday
1428,12,Q4,Sunday
1429,9,Q3,Thursday
1430,1,Q1,Monday
1431,3,Q1,Saturday
1432,3,Q1,Thursday
1433,10,Q4,Thursday
1434,5,Q2,Monday
1435,1,Q1,Friday
1436,8,Q3,Wednesday
1437,6,Q2,Thursday
1438,5,Q2,Thursday
1439,12,Q4,Thursday
1440,4,Q2,Saturday
1441,1,Q1,Monday
1442,1,Q1,Thursday
1443,2,Q1,Friday
1444,1,Q1,Wednesday
1445,12,Q4,Thursday
1446,2,Q1,Friday
1447,1,Q1,Wednesday
1448,10,Q4,Friday
1449,7,Q3,Thursday
1450,11,Q4,Monday
1451,6,Q2,Saturday
1452,10,Q4,Monday
1453,3,Q1,Friday
1454,2,Q1,Saturday
1455,6,Q2,Sunday
1456,5,Q2,Friday
1457,7,Q3,Saturday
1458,3,Q1,Saturday
1459,4,Q2,Wednesday
1460,7,Q3,Saturday
1461,1,Q1,Monday
1462,11,Q4,Saturday
1463,6,Q2,Monday
1464,10,Q4,Wednesday
1465,1,Q1,Tuesday
1466,7,Q3,Sunday
1467,12,Q4,Sunday
1468,5,Q2,Friday
1469,9,Q3,Wednesday
1470,9,Q3,Thursday
1471,1,Q1,Wednesday
1472,10,Q4,Sunday
1473,1,Q1,Tuesday
1474,2,Q1,Sunday
1475,3,Q1,Friday
1476,12,Q4,Thursday
1477,5,Q2,Saturday
1478,10,Q4,Monday
1479,2,Q1,Sunday
1480,9,Q3,Saturday
1481,3,Q1,Thursday
1482,7,Q3,Tuesday
1483,10,Q4,Wednesday
1484,8,Q3,Saturday
1485,2,Q1,Friday
1486,7,Q3,Thursday
1487,6,Q2,Wednesday
1488,1,Q1,Thursday
1489,5,Q2,Sunday
1490,11,Q4,Wednesday
1491,5,Q2,Friday
1492,10,Q4,Wednesday
1493,1,Q1,Wednesday
1494,9,Q3,Saturday
1495,1,Q1,Wednesday
1496,1,Q1,Thursday
1497,7,Q3,Sunday
1498,4,Q2,Wednesday
1499,3,Q1,Wednesday
1500,3,Q1,Monday
1501,1,Q1,Wednesday
1502,7,Q3,Friday
1503,4,Q2,Saturday
1504,5,Q2,Monday
1505,12,Q4,Saturday
1506,6,Q2,Sunday
1507,5,Q2,Thursday
1508,12,Q4,Tuesday
1509,3,Q1,Sunday
1510,7,Q3,Tuesday
1511,8,Q3,Tuesday
1512,7,Q3,Wednesday
1513,10,Q4,Wednesday
1514,5,Q2,Wednesday
1515,9,Q3,Thursday
1516,5,Q2,Sunday
1517,5,Q2,Friday
1518,1,Q1,Monday
1519,1,Q1,Sunday
1520,8,Q3,Wednesday
1521,9,Q3,Wednesday
1522,5,Q2,Saturday
1523,9,Q3,Friday
1524,9,Q3,Wednesday
1525,10,Q4,Friday
1526,10,Q4,Sunday
1527,1,Q1,Friday
1528,10,Q4,Monday
1529,9,Q3,Friday
1530,5,Q2,Wednesday
1531,5,Q2,Tuesday
1532,9,Q3,Wednesday
1533,4,Q2,Thursday
1534,9,Q3,Friday
1535,5,Q2,Thursday
1536,4,Q2,Wednesday
1537,2,Q1,Thursday
1538,3,Q1,Friday
1539,3,Q1,Saturday
1540,1,Q1,Sunday
1541,2,Q1,Sunday
1542,2,Q1,Sunday
1543,3,Q1,Saturday
1544,6,Q2,Saturday
1545,2,Q1,Monday
1546,1,Q1,Sunday
1547,9,Q3,Thursday
1548,2,Q1,Friday
1549,6,Q2,Saturday
1550,8,Q3,Monday
1551,10,Q4,Saturday
1552,2,Q1,Friday
1553,7,Q3,Friday
1554,12,Q4,Friday
1555,4,Q2,Friday
1556,4,Q2,Sunday
1557,2,Q1,Friday
1558,8,Q3,Tuesday
1559,1,Q1,Monday
1560,11,Q4,Saturday
1561,8,Q3,Monday
1562,11,Q4,Monday
1563,10,Q4,Saturday
1564,10,Q4,Wednesday
1565,5,Q2,Friday
1566,11,Q4,Thursday
1567,9,Q3,Saturday
1568,9,Q3,Monday
1569,8,Q3,Thursday
1570,3,Q1,Monday
1571,2,Q1,Friday
1572,7,Q3,Sunday
1573,10,Q4,Sunday
1574,12,Q4,Saturday
1575,10,Q4,Saturday
1576,11,Q4,Monday
1577,7,Q3,Saturday
1578,2,Q1,Wednesday
1579,8,Q3,Thursday
1580,9,Q3,Thursday
1581,9,Q3,Thursday
1582,11,Q4,Tuesday
1583,6,Q2,Wednesday
1584,1,Q1,Monday
1585,2,Q1,Tuesday
1586,7,Q3,Saturday
1587,7,Q3,Thursday
1588,5,Q2,Friday
1589,5,Q2,Sunday
1590,12,Q4,Friday
1591,5,Q2,Sunday
1592,6,Q2,Wednesday
1593,8,Q3,Friday
1594,1,Q1,Thursday
1595,12,Q4,Friday
1596,1,Q1,Friday
1597,8,Q3,Tuesday
1598,11,Q4,Monday
1599,8,Q3,Wednesday
1600,10,Q4,Thursday
1601,6,Q2,Monday
1602,5,Q2,Thursday
1603,1,Q1,Tuesday
1604,10,Q4,Friday
1605,5,Q2,Tuesday
1606,3,Q1,Tuesday
1607,6,Q2,Saturday
1608,5,Q2,Thursday
1609,11,Q4,Thursday
1610,2,Q1,Tuesday
1611,2,Q1,Thursday
1612,8,Q3,Saturday
1613,6,Q2,Wednesday
1614,2,Q1,Wednesday
1615,12,Q4,Monday
1616,1,Q1,Sunday
1617,4,Q2,Saturday
1618,6,Q2,Thursday
1619,10,Q4,Wednesday
1620,7,Q3,Sunday
1621,4,Q2,Wednesday
1622,4,Q2,Wednesday
1623,8,Q3,Friday
1624,3,Q1,Sunday
1625,9,Q3,Wednesday
1626,10,Q4,Monday
1627,10,Q4,Friday
1628,5,Q2,Monday
1629,9,Q3,Wednesday
1630,9,Q3,Saturday
1631,4,Q2,Wednesday
1632,2,Q1,Wednesday
1633,7,Q3,Friday
1634,1,Q1,Wednesday
1635,8,Q3,Thursday
1636,7,Q3,Thursday
1637,12,Q4,Wednesday
1638,8,Q3,Friday
1639,10,Q4,Wednesday
1640,12,Q4,Tuesday
1641,1,Q1,Friday
1642,7,Q3,Friday
1643,8,Q3,Thursday
1644,9,Q3,Tuesday
1645,10,Q4,Friday
1646,6,Q2,Sunday
1647,1,Q1,Monday
1648,7,Q3,Wednesday
1649,9,Q3,Monday
1650,2,Q1,Monday
1651,10,Q4,Saturday
1652,12,Q4,Tuesday
1653,5,Q2,Saturday
1654,10,Q4,Wednesday
1655,11,Q4,Saturday
1656,1,Q1,Sunday
1657,8,Q3,Tuesday
1658,10,Q4,Friday
1659,3,Q1,Monday
1660,7,Q3,Saturday
1661,5,Q2,Wednesday
1662,2,Q1,Sunday
1663,10,Q4,Tuesday
1664,6,Q2,Monday
1665,10,Q4,Thursday
1666,4,Q2,Wednesday
1667,12,Q4,Thursday
1668,12,Q4,Friday
1669,9,Q3,Friday
1670,7,Q3,Wednesday
1671,12,Q4,Tuesday
1672,8,Q3,Tuesday
1673,3,Q1,Sunday
1674,8,Q3,Saturday
1675,8,Q3,Sunday
1676,9,Q3,Friday
1677,10,Q4,Friday
1678,2,Q1,Monday
1679,10,Q4,Tuesday
1680,5,Q2,Saturday
1681,7,Q3,Saturday
1682,1,Q1,Wednesday
1683,8,Q3,Thursday
1684,9,Q3,Saturday
1685,7,Q3,Sunday
1686,2,Q1,Friday
1687,5,Q2,Thursday
1688,2,Q1,Monday
1689,8,Q3,Tuesday
1690,10,Q4,Saturday
1691,10,Q4,Monday
1692,6,Q2,Tuesday
1693,10,Q4,Wednesday
1694,5,Q2,Saturday
1695,10,Q4,Sunday
1696,1,Q1,Tuesday
1697,7,Q3,Monday
1698,5,Q2,Wednesday
1699,1,Q1,Tuesday
1700,5,Q2,Tuesday
1701,2,Q1,Saturday
1702,1,Q1,Monday
1703,4,Q2,Tuesday
1704,2,Q1,Tuesday
1705,11,Q4,Friday
1706,11,Q4,Sunday
1707,2,Q1,Saturday
1708,10,Q4,Sunday
1709,12,Q4,Friday
1710,11,Q4,Thursday
1711,7,Q3,Tuesday
1712,2,Q1,Sunday
1713,2,Q1,Tuesday
1714,7,Q3,Tuesday
1715,10,Q4,Friday
1716,10,Q4,Friday
1717,4,Q2,Tuesday
1718,8,Q3,Tuesday
1719,2,Q1,Friday
1720,2,Q1,Sunday
1721,10,Q4,Thursday
1722,8,Q3,Friday
1723,11,Q4,Sunday
1724,1,Q1,Saturday
1725,8,Q3,Sunday
1726,8,Q3,Tuesday
1727,4,Q2,Monday
1728,1,Q1,Thursday
1729,3,Q1,Monday
1730,10,Q4,Tuesday
1731,6,Q2,Wednesday
1732,7,Q3,Wednesday
1733,4,Q2,Monday
1734,5,Q2,Saturday
1735,6,Q2,Friday
1736,11,Q4,Wednesday
1737,3,Q1,Friday
1738,12,Q4,Thursday
1739,11,Q4,Saturday
1740,4,Q2,Saturday
1741,11,Q4,Thursday
1742,12,Q4,Monday
1743,8,Q3,Thursday
1744,8,Q3,Saturday
1745,4,Q2,Monday
1746,6,Q2,Wednesday
1747,6,Q2,Wednesday
1748,1,Q1,Tuesday
1749,5,Q2,Wednesday
1750,1,Q1,Thursday
1751,4,Q2,Tuesday
1752,4,Q2,Monday
1753,10,Q4,Saturday
1754,1,Q1,Monday
1755,5,Q2,Friday
1756,6,Q2,Wednesday
1757,10,Q4,Friday
1758,3,Q1,Tuesday
1759,1,Q1,Friday
1760,11,Q4,Friday
1761,7,Q3,Saturday
1762,10,Q4,Friday
1763,9,Q3,Friday
1764,12,Q4,Tuesday
1765,4,Q2,Wednesday
1766,1,Q1,Sunday
1767,1,Q1,Tuesday
1768,6,Q2,Wednesday
1769,9,Q3,Tuesday
1770,10,Q4,Friday
1771,7,Q3,Wednesday
1772,8,Q3,Saturday
1773,2,Q1,Wednesday
1774,4,Q2,Sunday
1775,6,Q2,Thursday
1776,7,Q3,Thursday
1777,8,Q3,Friday
1778,9,Q3,Thursday
1779,4,Q2,Friday
1780,1,Q1,Wednesday
1781,4,Q2,Monday
1782,4,Q2,Tuesday
1783,9,Q3,Saturday
1784,8,Q3,Saturday
1785,11,Q4,Wednesday
1786,3,Q1,Wednesday
1787,5,Q2,Saturday
1788,7,Q3,Thursday
1789,12,Q4,Friday
1790,3,Q1,Sunday
1791,12,Q4,Thursday
1792,7,Q3,Friday
1793,8,Q3,Friday
1794,12,Q4,Thursday
1795,6,Q2,Saturday
1796,1,Q1,Friday
1797,8,Q3,Wednesday
1798,3,Q1,Tuesday
1799,11,Q4,Friday
1800,12,Q4,Saturday
1801,5,Q2,Sunday
1802,11,Q4,Monday
1803,12,Q4,Thursday
1804,11,Q4,Sunday
1805,10,Q4,Wednesday
1806,10,Q4,Sunday
1807,6,Q2,Thursday
1808,5,Q2,Monday
1809,11,Q4,Tuesday
1810,9,Q3,Thursday
1811,9,Q3,Friday
1812,8,Q3,Sunday
1813,6,Q2,Friday
1814,12,Q4,Friday
1815,9,Q3,Wednesday
1816,7,Q3,Thursday
1817,12,Q4,Thursday
1818,4,Q2,Wednesday
1819,3,Q1,Sunday
1820,10,Q4,Tuesday
1821,2,Q1,Thursday
1822,8,Q3,Friday
1823,4,Q2,Wednesday
1824,5,Q2,Sunday
1825,10,Q4,Saturday
1826,2,Q1,Monday
1827,1,Q1,Thursday
1828,11,Q4,Sunday
1829,10,Q4,Monday
1830,11,Q4,Friday
1831,12,Q4,Tuesday
1832,2,Q1,Wednesday
1833,8,Q3,Friday
1834,5,Q2,Wednesday
1835,9,Q3,Friday
1836,4,Q2,Monday
1837,4,Q2,Thursday
1838,3,Q1,Thursday
1839,7,Q3,Tuesday
1840,8,Q3,Monday
1841,10,Q4,Friday
1842,9,Q3,Thursday
1843,10,Q4,Sunday
1844,9,Q3,Sunday
1845,7,Q3,Thursday
1846,9,Q3,Monday
1847,6,Q2,Tuesday
1848,1,Q1,Wednesday
1849,8,Q3,Monday
1850,12,Q4,Saturday
1851,7,Q3,Thursday
1852,8,Q3,Saturday
1853,2,Q1,Wednesday
1854,9,Q3,Wednesday
1855,12,Q4,Wednesday
1856,10,Q4,Wednesday
1857,3,Q1,Monday
1858,8,Q3,Monday
1859,10,Q4,Thursday
1860,2,Q1,Thursday
1861,2,Q1,Friday
1862,5,Q2,Sunday
1863,1,Q1,Saturday
1864,7,Q3,Tuesday
1865,5,Q2,Sunday
1866,11,Q4,Monday
1867,11,Q4,Monday
1868,8,Q3,Tuesday
1869,2,Q1,Saturday
1870,3,Q1,Thursday
1871,3,Q1,Thursday
1872,9,Q3,Saturday
1873,6,Q2,Wednesday
1874,7,Q3,Sunday
1875,11,Q4,Wednesday
1876,9,Q3,Tuesday
1877,4,Q2,Sunday
1878,7,Q3,Monday
1879,11,Q4,Thursday
1880,10,Q4,Saturday
1881,11,Q4,Saturday
1882,11,Q4,Sunday
1883,9,Q3,Monday
1884,8,Q3,Tuesday
1885,9,Q3,Monday
1886,12,Q4,Thursday
1887,11,Q4,Tuesday
1888,4,Q2,Thursday
1889,6,Q2,Friday
1890,1,Q1,Tuesday
1891,1,Q1,Tuesday
1892,12,Q4,Saturday
1893,7,Q3,Friday
1894,7,Q3,Saturday
1895,7,Q3,Saturday
1896,9,Q3,Tuesday
1897,4,Q2,Wednesday
1898,9,Q3,Wednesday
1899,11,Q4,Friday
1900,8,Q3,Sunday
1901,7,Q3,Wednesday
1902,1,Q1,Saturday
1903,7,Q3,Monday
1904,11,Q4,Wednesday
1905,5,Q2,Monday
1906,9,Q3,Sunday
1907,4,Q2,Tuesday
1908,6,Q2,Wednesday
1909,1,Q1,Wednesday
1910,5,Q2,Tuesday
1911,1,Q1,Friday
1912,12,Q4,Friday
1913,9,Q3,Friday
1914,1,Q1,Friday
1915,6,Q2,Sunday
1916,9,Q3,Monday
1917,10,Q4,Monday
1918,12,Q4,Thursday
1919,6,Q2,Thursday
1920,12,Q4,Friday
1921,4,Q2,Saturday
1922,11,Q4,Friday
1923,2,Q1,Sunday
1924,10,Q4,Tuesday
1925,4,Q2,Friday
1926,10,Q4,Thursday
1927,1,Q1,Saturday
1928,12,Q4,Wednesday
1929,10,Q4,Thursday
1930,6,Q2,Friday
1931,11,Q4,Sunday
1932,10,Q4,Thursday
1933,9,Q3,Wednesday
1934,7,Q3,Friday
1935,5,Q2,Saturday
1936,5,Q2,Sunday
1937,11,Q4,Friday
1938,12,Q4,Thursday
1939,11,Q4,Saturday
1940,4,Q2,Wednesday
1941,3,Q1,Tuesday
1942,1,Q1,Tuesday
1943,9,Q3,Thursday
1944,1,Q1,Thursday
1945,7,Q3,Tuesday
1946,8,Q3,Monday
1947,8,Q3,Monday
1948,9,Q3,Sunday
1949,8,Q3,Friday
1950,9,Q3,Monday
1951,11,Q4,Sunday
1952,2,Q1,Friday
1953,6,Q2,Monday
1954,12,Q4,Tuesday
1955,4,Q2,Thursday
1956,5,Q2,Tuesday
1957,3,Q1,Tuesday
1958,10,Q4,Saturday
1959,12,Q4,Wednesday
1960,6,Q2,Saturday
1961,10,Q4,Wednesday
1962,12,Q4,Tuesday
1963,4,Q2,Wednesday
1964,6,Q2,Friday
1965,9,Q3,Sunday
1966,8,Q3,Friday
1967,2,Q1,Sunday
1968,2,Q1,Sunday
1969,9,Q3,Saturday
1970,6,Q2,Sunday
1971,12,Q4,Tuesday
1972,1,Q1,Wednesday
1973,11,Q4,Wednesday
1974,8,Q3,Saturday
1975,7,Q3,Thursday
1976,9,Q3,Friday
1977,7,Q3,Friday
1978,9,Q3,Friday
1979,10,Q4,Saturday
1980,4,Q2,Sunday
1981,1,Q1,Wednesday
1982,4,Q2,Tuesday
1983,10,Q4,Monday
1984,8,Q3,Monday
1985,1,Q1,Thursday
1986,7,Q3,Wednesday
1987,2,Q1,Saturday
1988,11,Q4,Monday
1989,4,Q2,Wednesday
1990,10,Q4,Sunday
1991,1,Q1,Monday
1992,11,Q4,Monday
1993,9,Q3,Tuesday
1994,1,Q1,Monday
1995,6,Q2,Monday
1996,10,Q4,Sunday
1997,5,Q2,Wednesday
1998,7,Q3,Wednesday
1999,10,Q4,Thursday
2000,12,Q4,Saturday
2001,6,Q2,Friday
2002,6,Q2,Tuesday
2003,12,Q4,Saturday
2004,6,Q2,Friday
2005,3,Q1,Thursday
2006,2,Q1,Thursday
2007,12,Q4,Monday
2008,3,Q1,Monday
2009,3,Q1,Friday
2010,1,Q1,Wednesday
2011,4,Q2,Sunday
2012,9,Q3,Thursday
2013,9,Q3,Thursday
2014,10,Q4,Friday
2015,5,Q2,Sunday
2016,9,Q3,Friday
2017,12,Q4,Tuesday
2018,11,Q4,Monday
2019,6,Q2,Thursday
2020,9,Q3,Friday
2021,9,Q3,Sunday
2022,1,Q1,Wednesday
2023,1,Q1,Sunday
2024,9,Q3,Monday
2025,8,Q3,Monday
2026,12,Q4,Monday
2027,4,Q2,Wednesday
2028,5,Q2,Friday
2029,3,Q1,Saturday
2030,6,Q2,Sunday
2031,9,Q3,Friday
2032,3,Q1,Monday
2033,8,Q3,Saturday
2034,4,Q2,Thursday
2035,5,Q2,Monday
2036,4,Q2,Monday
2037,12,Q4,Sunday
2038,5,Q2,Friday
2039,2,Q1,Thursday
2040,5,Q2,Monday
2041,11,Q4,Thursday
2042,11,Q4,Tuesday
2043,4,Q2,Sunday
2044,6,Q2,Sunday
2045,3,Q1,Sunday
2046,11,Q4,Wednesday
2047,8,Q3,Friday
2048,8,Q3,Tuesday
2049,11,Q4,Tuesday
2050,2,Q1,Sunday
2051,1,Q1,Thursday
2052,4,Q2,Tuesday
2053,8,Q3,Thursday
2054,3,Q1,Saturday
2055,2,Q1,Wednesday
2056,1,Q1,Friday
2057,11,Q4,Sunday
2058,3,Q1,Tuesday
2059,11,Q4,Wednesday
2060,8,Q3,Thursday
2061,3,Q1,Wednesday
2062,7,Q3,Saturday
2063,9,Q3,Wednesday
2064,2,Q1,Saturday
