Request_ID,Delay_Severity,NeedScore
1166,Heavy Delay,51.82
1167,Early,47.94
1168,Slight Delay,51.05
1169,Slight Delay,87.7
1170,On-Time,65.75
1171,On-Time,42.3
1172,Slight Delay,40.3
1173,On-Time,66.3
1174,On-Time,60.71
1175,Slight Delay,73.25
1176,Slight Delay,62.87
1177,On-Time,22.13
1178,Early,23.34
1179,Heavy Delay,83.02
1180,Early,12.6
1181,On-Time,55.86
1182,On-Time,22.79
1183,On-Time,61.55
1184,Slight Delay,44.87
1185,Slight Delay,61.19
1186,On-Time,40.13
1187,Slight Delay,82.3
1188,Slight Delay,50.27
1189,Slight Delay,67.61
1190,Slight Delay,68.32
1191,Slight Delay,89.92
1192,Early,45.0
1193,On-Time,18.66
1194,Heavy Delay,82.66
1195,Heavy Delay,65.44
1196,Slight Delay,76.43
1197,Heavy Delay,50.2
1198,On-Time,26.99
1199,Slight Delay,35.74
1200,On-Time,28.01
1201,Heavy Delay,89.26
1202,Early,27.6
1203,Early,25.32
1204,Slight Delay,76.49
1205,Slight Delay,86.21
1206,Slight Delay,83.21
1207,Heavy Delay,43.24
1208,Early,12.12
1209,Slight Delay,80.09
1210,Early,15.36
1211,Heavy Delay,95.2
1212,Slight Delay,48.94
1213,Early,16.98
1214,Slight Delay,56.27
1215,Slight Delay,34.37
1216,Heavy Delay,52.24
1217,Early,26.4
1218,Slight Delay,70.49
1219,Heavy Delay,64.06
1220,Slight Delay,43.54
1221,Slight Delay,84.52
1222,Heavy Delay,98.8
1223,Early,42.78
1224,Slight Delay,84.41
1225,On-Time,25.68
1226,On-Time,62.99
1227,On-Time,56.1
1228,Early,37.98
1229,On-Time,49.73
1230,Early,56.94
1231,Slight Delay,28.43
1232,Slight Delay,55.3
1233,Slight Delay,39.77
1234,Heavy Delay,50.62
1235,Heavy Delay,58.84
1236,Early,10.38
1237,Early,15.78
1238,On-Time,73.55
1239,On-Time,65.15
1240,Early,23.76
1241,Slight Delay,28.19
1242,Heavy Delay,43.84
1243,On-Time,29.1
1244,Slight Delay,50.39
1245,Heavy Delay,66.04
1246,Slight Delay,52.67
1247,Heavy Delay,95.02
1248,Early,55.2
1249,On-Time,19.68
1250,Heavy Delay,86.8
1251,Heavy Delay,45.28
1252,Heavy Delay,72.4
1253,On-Time,31.08
1254,On-Time,52.55
1255,Heavy Delay,80.68
1256,Slight Delay,52.97
1257,On-Time,63.23
1258,Slight Delay,72.05
1259,Early,6.0
1260,On-Time,62.99
1261,Slight Delay,34.37
1262,Slight Delay,76.37
1263,Slight Delay,72.7
1264,On-Time,58.19
1265,On-Time,34.61
1266,Slight Delay,36.47
1267,Heavy Delay,72.46
1268,Slight Delay,71.87
1269,On-Time,21.77
1270,Heavy Delay,47.8
1271,Heavy Delay,46.84
1272,On-Time,29.81
1273,On-Time,24.17
1274,On-Time,65.1
1275,Slight Delay,79.19
1276,Heavy Delay,80.86
1277,On-Time,29.7
1278,On-Time,11.1
1279,Heavy Delay,67.42
1280,Slight Delay,75.41
1281,Heavy Delay,93.28
1282,On-Time,28.86
1283,Early,57.12
1284,On-Time,9.9
1285,Early,31.38
1286,Slight Delay,61.67
1287,On-Time,41.46
1288,Slight Delay,51.77
1289,Heavy Delay,51.82
1290,On-Time,30.23
1291,Slight Delay,45.59
1292,On-Time,67.26
1293,Slight Delay,72.34
1294,On-Time,56.39
1295,On-Time,65.21
1296,Slight Delay,29.87
1297,Slight Delay,41.74
1298,Slight Delay,56.81
1299,On-Time,27.95
1300,Slight Delay,49.37
1301,On-Time,43.43
1302,On-Time,75.71
1303,On-Time,62.75
1304,On-Time,23.75
1305,On-Time,17.15
1306,Slight Delay,49.3
1307,Slight Delay,60.1
1308,Slight Delay,38.99
1309,Early,27.54
1310,Slight Delay,74.57
1311,On-Time,14.81
1312,On-Time,39.71
1313,Slight Delay,34.19
1314,Heavy Delay,94.84
1315,On-Time,41.81
1316,Slight Delay,67.19
1317,On-Time,32.46
1318,On-Time,44.81
1319,Slight Delay,58.19
1320,Slight Delay,60.47
1321,Early,28.32
1322,On-Time,72.35
1323,Slight Delay,84.59
1324,Slight Delay,29.99
1325,Heavy Delay,64.84
1326,Slight Delay,53.63
1327,On-Time,51.77
1328,On-Time,53.57
1329,Slight Delay,57.7
1330,Slight Delay,54.59
1331,Heavy Delay,58.24
1332,Early,52.98
1333,Slight Delay,56.99
1334,On-Time,60.23
1335,Heavy Delay,50.8
1336,Slight Delay,60.52
1337,Slight Delay,36.17
1338,Slight Delay,69.7
1339,Slight Delay,86.74
1340,Early,40.98
1341,Heavy Delay,53.8
1342,Early,43.2
1343,On-Time,56.93
1344,On-Time,26.75
1345,Early,42.96
1346,Heavy Delay,53.86
1347,Slight Delay,57.41
1348,Slight Delay,47.5
1349,Early,6.72
1350,Early,25.98
1351,Heavy Delay,56.08
1352,Slight Delay,74.39
1353,Heavy Delay,84.22
1354,Slight Delay,25.85
1355,On-Time,20.03
1356,Slight Delay,43.37
1357,Heavy Delay,90.04
1358,Heavy Delay,67.84
1359,On-Time,68.57
1360,Early,7.92
1361,Slight Delay,36.65
1362,Slight Delay,64.54
1363,Slight Delay,56.74
1364,Early,19.38
1365,On-Time,68.21
1366,Slight Delay,38.57
1367,On-Time,42.41
1368,Heavy Delay,91.48
1369,Early,8.16
1370,Slight Delay,49.72
1371,On-Time,57.53
1372,Early,62.52
1373,Slight Delay,80.92
1374,Slight Delay,54.34
1375,Heavy Delay,44.2
1376,On-Time,65.75
1377,Heavy Delay,50.26
1378,Slight Delay,40.72
1379,Heavy Delay,85.84
1380,Slight Delay,65.87
1381,On-Time,44.1
1382,Heavy Delay,45.22
1383,Heavy Delay,66.22
1384,Heavy Delay,61.06
1385,On-Time,29.15
1386,Heavy Delay,96.82
1387,On-Time,46.37
1388,Early,10.56
1389,Heavy Delay,44.2
1390,Slight Delay,35.69
1391,Early,5.52
1392,Early,12.18
1393,On-Time,30.59
1394,Early,43.74
1395,Slight Delay,85.97
1396,Early,49.2
1397,On-Time,28.55
1398,Slight Delay,78.65
1399,Slight Delay,35.69
1400,Early,31.38
1401,On-Time,65.63
1402,Heavy Delay,71.86
1403,On-Time,33.77
1404,Early,18.72
1405,Early,22.32
1406,Slight Delay,45.77
1407,On-Time,43.55
1408,Slight Delay,77.09
1409,Heavy Delay,80.08
1410,Slight Delay,47.03
1411,On-Time,32.03
1412,Slight Delay,68.69
1413,Slight Delay,47.03
1414,Early,19.14
1415,Heavy Delay,74.44
1416,On-Time,40.31
1417,On-Time,69.83
1418,Slight Delay,54.29
1419,Heavy Delay,71.68
1420,Slight Delay,60.52
1421,On-Time,49.5
1422,On-Time,22.86
1423,Early,19.8
1424,On-Time,50.33
1425,Early,43.14
1426,On-Time,15.41
1427,Heavy Delay,51.46
1428,Slight Delay,34.49
1429,Early,40.14
1430,Early,48.78
1431,Early,44.58
1432,On-Time,39.95
1433,On-Time,44.39
1434,On-Time,25.01
1435,Slight Delay,60.7
1436,On-Time,44.1
1437,On-Time,55.68
1438,Heavy Delay,59.26
1439,Heavy Delay,38.86
1440,On-Time,42.11
1441,Slight Delay,61.61
1442,Slight Delay,34.43
1443,Early,4.56
1444,Slight Delay,50.39
1445,Heavy Delay,50.26
1446,On-Time,65.33
1447,Slight Delay,63.77
1448,Heavy Delay,86.2
1449,Early,18.78
1450,Slight Delay,42.34
1451,Slight Delay,24.29
1452,Slight Delay,71.74
1453,Slight Delay,65.87
1454,On-Time,72.71
1455,Heavy Delay,67.6
1456,Heavy Delay,85.42
1457,On-Time,63.95
1458,Heavy Delay,51.82
1459,Heavy Delay,79.42
1460,On-Time,24.77
1461,On-Time,23.28
1462,Heavy Delay,84.22
1463,Slight Delay,50.21
1464,Slight Delay,49.01
1465,Early,33.36
1466,On-Time,44.63
1467,Early,11.16
1468,Slight Delay,26.69
1469,Slight Delay,41.21
1470,Early,44.16
1471,On-Time,57.06
1472,On-Time,54.06
1473,Heavy Delay,62.68
1474,Slight Delay,84.52
1475,On-Time,72.71
1476,Early,7.92
1477,On-Time,71.75
1478,On-Time,75.71
1479,On-Time,57.48
1480,On-Time,45.77
1481,Early,37.56
1482,On-Time,39.06
1483,On-Time,18.41
1484,Early,53.58
1485,On-Time,16.26
1486,Slight Delay,51.77
1487,Slight Delay,75.05
1488,On-Time,45.77
1489,Slight Delay,47.57
1490,Heavy Delay,71.26
1491,Heavy Delay,87.28
1492,Slight Delay,33.65
1493,Slight Delay,59.03
1494,Heavy Delay,71.86
1495,Early,16.32
1496,Slight Delay,24.29
1497,Slight Delay,26.87
1498,On-Time,37.43
1499,On-Time,47.81
1500,Slight Delay,44.63
1501,Heavy Delay,93.22
1502,On-Time,33.17
1503,Early,8.4
1504,Slight Delay,30.17
1505,Slight Delay,76.67
1506,Early,60.36
1507,On-Time,62.88
1508,Slight Delay,59.21
1509,On-Time,64.43
1510,Slight Delay,38.74
1511,Early,16.32
1512,On-Time,18.23
1513,Slight Delay,78.23
1514,On-Time,22.79
1515,On-Time,49.13
1516,On-Time,77.93
1517,On-Time,21.06
1518,Slight Delay,84.52
1519,Slight Delay,86.21
1520,Early,7.8
1521,Early,24.54
1522,Slight Delay,54.89
1523,Slight Delay,36.1
1524,Heavy Delay,84.88
1525,Early,56.4
1526,Slight Delay,72.23
1527,Slight Delay,74.92
1528,Early,25.56
1529,Early,6.78
1530,Slight Delay,22.67
1531,Slight Delay,35.5
1532,On-Time,57.59
1533,Heavy Delay,67.48
1534,Early,20.76
1535,On-Time,64.68
1536,On-Time,33.41
1537,Early,42.36
1538,Heavy Delay,89.02
1539,On-Time,30.66
1540,Slight Delay,70.3
1541,Heavy Delay,48.04
1542,Slight Delay,80.92
1543,Early,23.52
1544,Heavy Delay,90.46
1545,On-Time,60.41
1546,On-Time,42.77
1547,Slight Delay,69.05
1548,On-Time,42.9
1549,On-Time,57.66
1550,Slight Delay,44.45
1551,On-Time,39.9
1552,Slight Delay,35.14
1553,Heavy Delay,86.2
1554,On-Time,23.03
1555,Slight Delay,80.09
1556,On-Time,71.39
1557,Slight Delay,56.5
1558,Heavy Delay,89.8
1559,Early,5.58
1560,Slight Delay,80.87
1561,On-Time,41.75
1562,On-Time,16.68
1563,Slight Delay,30.77
1564,On-Time,57.41
1565,Heavy Delay,89.68
1566,On-Time,23.15
1567,On-Time,35.81
1568,Heavy Delay,68.44
1569,Early,7.14
1570,Heavy Delay,60.46
1571,On-Time,23.39
1572,On-Time,51.23
1573,Slight Delay,24.29
1574,Slight Delay,38.87
1575,Slight Delay,79.54
1576,Early,36.72
1577,Early,7.32
1578,On-Time,23.7
1579,Early,14.58
1580,Heavy Delay,83.86
1581,On-Time,28.13
1582,On-Time,50.99
1583,Slight Delay,53.63
1584,On-Time,63.59
1585,Slight Delay,45.7
1586,Slight Delay,31.01
1587,On-Time,18.9
1588,On-Time,45.35
1589,Heavy Delay,46.42
1590,Slight Delay,60.23
1591,Early,23.16
1592,Slight Delay,57.1
1593,Slight Delay,74.09
1594,On-Time,37.43
1595,Heavy Delay,96.22
1596,Early,13.56
1597,Slight Delay,80.03
1598,On-Time,36.11
1599,Slight Delay,70.97
1600,On-Time,39.95
1601,Slight Delay,70.67
1602,Heavy Delay,78.4
1603,Slight Delay,72.59
1604,Slight Delay,87.7
1605,Slight Delay,57.7
1606,On-Time,62.46
1607,Slight Delay,82.97
1608,On-Time,59.33
1609,On-Time,69.83
1610,Early,59.16
1611,Heavy Delay,97.42
1612,On-Time,27.23
1613,Slight Delay,89.32
1614,On-Time,62.57
1615,On-Time,49.31
1616,Slight Delay,32.87
1617,On-Time,50.03
1618,Slight Delay,62.92
1619,On-Time,53.46
1620,On-Time,53.7
1621,On-Time,16.43
1622,On-Time,67.31
1623,Slight Delay,70.72
1624,Slight Delay,52.85
1625,Slight Delay,66.17
1626,Heavy Delay,75.04
1627,On-Time,68.39
1628,Slight Delay,48.52
1629,On-Time,58.13
1630,On-Time,48.35
1631,On-Time,46.55
1632,Slight Delay,82.37
1633,On-Time,51.95
1634,Heavy Delay,82.0
1635,Heavy Delay,95.26
1636,Slight Delay,37.9
1637,Slight Delay,57.89
1638,On-Time,31.37
1639,Slight Delay,27.59
1640,Slight Delay,52.12
1641,Heavy Delay,92.08
1642,Slight Delay,57.05
1643,On-Time,34.97
1644,Early,45.72
1645,Slight Delay,76.67
1646,Slight Delay,41.99
1647,Slight Delay,74.74
1648,Early,53.4
1649,On-Time,42.95
1650,On-Time,64.01
1651,Early,6.96
1652,On-Time,16.5
1653,Slight Delay,33.89
1654,Heavy Delay,57.64
1655,Early,38.4
1656,Slight Delay,79.43
1657,On-Time,40.26
1658,On-Time,12.23
1659,Slight Delay,45.34
1660,Slight Delay,28.01
1661,Slight Delay,86.14
1662,On-Time,38.88
1663,On-Time,43.79
1664,Slight Delay,36.94
1665,On-Time,41.46
1666,On-Time,51.59
1667,On-Time,49.73
1668,On-Time,65.33
1669,Early,56.34
1670,Slight Delay,61.01
1671,On-Time,44.03
1672,On-Time,47.46
1673,On-Time,19.31
1674,Heavy Delay,59.26
1675,Slight Delay,76.61
1676,On-Time,48.9
1677,Slight Delay,73.3
1678,Slight Delay,44.09
1679,Slight Delay,70.49
1680,Heavy Delay,92.62
1681,On-Time,50.33
1682,Heavy Delay,53.44
1683,Heavy Delay,80.8
1684,On-Time,57.11
1685,Slight Delay,59.57
1686,Heavy Delay,68.86
1687,Slight Delay,52.79
1688,On-Time,46.97
1689,Slight Delay,75.34
1690,Slight Delay,70.85
1691,Slight Delay,41.92
1692,On-Time,67.79
1693,On-Time,61.08
1694,On-Time,27.3
1695,Early,5.76
1696,On-Time,48.83
1697,On-Time,31.31
1698,Early,9.78
1699,Early,22.14
1700,Early,19.38
1701,On-Time,10.5
1702,On-Time,68.57
1703,On-Time,60.48
1704,On-Time,16.43
1705,On-Time,12.3
1706,Slight Delay,66.17
1707,Early,27.12
1708,Heavy Delay,80.08
1709,Heavy Delay,63.46
1710,Heavy Delay,91.24
1711,Heavy Delay,80.68
1712,Early,46.74
1713,On-Time,25.61
1714,Heavy Delay,49.66
1715,Slight Delay,55.01
1716,Early,53.94
1717,Early,27.12
1718,Slight Delay,73.67
1719,Slight Delay,29.45
1720,Early,30.36
1721,Slight Delay,33.34
1722,On-Time,41.75
1723,Heavy Delay,71.02
1724,Early,42.0
1725,Slight Delay,59.03
1726,Slight Delay,72.34
1727,Slight Delay,48.77
1728,Early,35.58
1729,Early,58.74
1730,Slight Delay,49.49
1731,Slight Delay,29.09
1732,Slight Delay,49.07
1733,Heavy Delay,60.04
1734,Slight Delay,71.39
1735,On-Time,54.17
1736,Early,43.98
1737,Heavy Delay,59.2
1738,Slight Delay,91.12
1739,On-Time,20.21
1740,On-Time,24.3
1741,On-Time,41.57
1742,On-Time,40.97
1743,Slight Delay,77.27
1744,Heavy Delay,86.2
1745,Slight Delay,72.05
1746,Early,38.94
1747,Early,15.96
1748,Slight Delay,73.3
1749,Slight Delay,50.87
1750,Slight Delay,49.54
1751,On-Time,64.43
1752,Slight Delay,46.9
1753,Slight Delay,85.97
1754,Heavy Delay,58.0
1755,On-Time,68.57
1756,Heavy Delay,55.42
1757,On-Time,60.48
1758,Slight Delay,41.09
1759,On-Time,46.86
1760,Early,45.36
1761,Slight Delay,66.59
1762,On-Time,40.55
1763,Slight Delay,37.01
1764,On-Time,16.43
1765,On-Time,39.23
1766,Early,52.74
1767,Heavy Delay,71.44
1768,On-Time,43.73
1769,Slight Delay,76.85
1770,Early,27.0
1771,Slight Delay,75.83
1772,Early,38.58
1773,Early,40.92
1774,Slight Delay,40.97
1775,On-Time,25.73
1776,On-Time,50.03
1777,Slight Delay,67.61
1778,Slight Delay,72.41
1779,On-Time,62.51
1780,Slight Delay,44.81
1781,Early,54.6
1782,Heavy Delay,80.2
1783,Slight Delay,29.63
1784,Early,33.54
1785,On-Time,52.13
1786,Early,22.2
1787,Early,8.52
1788,On-Time,20.81
1789,On-Time,28.43
1790,Slight Delay,25.67
1791,On-Time,56.33
1792,Heavy Delay,88.84
1793,On-Time,19.08
1794,Slight Delay,47.45
1795,On-Time,45.41
1796,Heavy Delay,76.84
1797,Heavy Delay,84.46
1798,Slight Delay,35.5
1799,Early,21.54
1800,On-Time,58.13
1801,Early,57.36
1802,Heavy Delay,82.24
1803,Heavy Delay,97.42
1804,Heavy Delay,38.86
1805,Slight Delay,52.54
1806,Slight Delay,33.77
1807,On-Time,31.19
1808,On-Time,13.01
1809,On-Time,25.86
1810,On-Time,57.23
1811,Heavy Delay,77.44
1812,Slight Delay,75.94
1813,On-Time,6.9
1814,On-Time,75.53
1815,Heavy Delay,90.04
1816,Slight Delay,89.92
1817,On-Time,67.43
1818,On-Time,42.53
1819,On-Time,56.46
1820,On-Time,65.7
1821,Slight Delay,37.12
1822,Slight Delay,45.1
1823,On-Time,55.5
1824,Heavy Delay,43.6
1825,Slight Delay,38.57
1826,Early,18.18
1827,Slight Delay,48.1
1828,Slight Delay,35.92
1829,Early,60.12
1830,Heavy Delay,69.88
1831,Early,7.56
1832,Slight Delay,91.3
1833,On-Time,54.59
1834,Heavy Delay,83.68
1835,Heavy Delay,88.6
1836,Heavy Delay,84.82
1837,On-Time,19.08
1838,Heavy Delay,60.82
1839,On-Time,54.23
1840,On-Time,31.55
1841,Heavy Delay,68.8
1842,Slight Delay,60.29
1843,Slight Delay,42.94
1844,On-Time,45.17
1845,On-Time,25.86
1846,On-Time,40.13
1847,Heavy Delay,52.48
1848,On-Time,47.93
1849,Early,15.12
1850,Heavy Delay,75.28
1851,On-Time,34.01
1852,Heavy Delay,73.6
1853,Slight Delay,63.17
1854,Heavy Delay,90.64
1855,Slight Delay,32.32
1856,Heavy Delay,87.4
1857,On-Time,71.33
1858,Slight Delay,35.74
1859,Slight Delay,28.67
1860,Heavy Delay,72.28
1861,Early,23.94
1862,Heavy Delay,63.22
1863,Slight Delay,76.72
1864,On-Time,27.71
1865,On-Time,37.19
1866,On-Time,71.03
1867,On-Time,60.11
1868,Slight Delay,82.37
1869,Heavy Delay,66.46
1870,Slight Delay,82.01
1871,Early,51.78
1872,Heavy Delay,76.24
1873,Slight Delay,51.1
1874,Early,12.0
1875,Slight Delay,37.19
1876,Slight Delay,71.92
1877,Slight Delay,46.61
1878,Slight Delay,76.07
1879,Early,55.14
1880,Early,25.92
1881,Early,9.12
1882,Heavy Delay,69.64
1883,On-Time,46.73
1884,Early,22.8
1885,Early,46.98
1886,Slight Delay,37.37
1887,On-Time,28.01
1888,Heavy Delay,72.4
1889,Early,47.52
1890,On-Time,64.43
1891,On-Time,20.75
1892,Slight Delay,33.34
1893,Heavy Delay,47.02
1894,Slight Delay,63.59
1895,On-Time,60.95
1896,Heavy Delay,93.04
1897,Heavy Delay,43.24
1898,On-Time,40.43
1899,On-Time,62.93
1900,Slight Delay,80.87
1901,Early,31.56
1902,Slight Delay,43.25
1903,On-Time,46.97
1904,Slight Delay,71.74
1905,On-Time,42.83
1906,Slight Delay,53.69
1907,Heavy Delay,95.8
1908,On-Time,33.95
1909,Heavy Delay,77.44
1910,Slight Delay,24.65
1911,On-Time,52.97
1912,Slight Delay,41.57
1913,Early,20.58
1914,Slight Delay,61.43
1915,Early,30.6
1916,On-Time,27.9
1917,Slight Delay,34.25
1918,Early,4.56
1919,Slight Delay,67.37
1920,On-Time,25.5
1921,Early,8.94
1922,Slight Delay,76.67
1923,Slight Delay,64.54
1924,Slight Delay,48.65
1925,Slight Delay,78.17
1926,On-Time,50.88
1927,Heavy Delay,84.4
1928,Early,52.98
1929,On-Time,78.11
1930,Slight Delay,67.37
1931,Slight Delay,48.47
1932,On-Time,44.1
1933,On-Time,15.66
1934,On-Time,57.06
1935,On-Time,42.48
1936,Early,59.94
1937,Slight Delay,31.01
1938,Early,6.72
1939,On-Time,67.86
1940,On-Time,56.33
1941,Slight Delay,26.21
1942,Slight Delay,63.7
1943,Early,41.76
1944,Slight Delay,58.9
1945,Slight Delay,48.65
1946,Slight Delay,68.57
1947,On-Time,34.31
1948,Slight Delay,50.99
1949,Early,13.32
1950,On-Time,77.51
1951,Heavy Delay,95.26
1952,On-Time,17.1
1953,On-Time,40.61
1954,Slight Delay,72.34
1955,Slight Delay,52.01
1956,On-Time,24.71
1957,Slight Delay,55.01
1958,Heavy Delay,37.84
1959,On-Time,21.83
1960,Early,58.74
1961,On-Time,66.66
1962,Heavy Delay,89.08
1963,On-Time,33.95
1964,Slight Delay,61.07
1965,Early,6.54
1966,Early,30.18
1967,Heavy Delay,60.46
1968,Heavy Delay,89.08
1969,Early,40.32
1970,Early,10.98
1971,Slight Delay,23.09
1972,Slight Delay,72.34
1973,Heavy Delay,41.08
1974,Slight Delay,84.34
1975,On-Time,77.51
1976,Slight Delay,91.3
1977,Heavy Delay,76.42
1978,Early,21.54
1979,On-Time,30.71
1980,Early,49.32
1981,Early,5.16
1982,On-Time,71.93
1983,On-Time,56.88
1984,On-Time,21.11
1985,Early,10.92
1986,On-Time,69.23
1987,Heavy Delay,85.24
1988,On-Time,49.55
1989,Heavy Delay,47.8
1990,On-Time,68.28
1991,Early,27.54
1992,On-Time,62.28
1993,Early,26.4
1994,On-Time,58.31
1995,On-Time,34.31
1996,Slight Delay,51.65
1997,On-Time,33.11
1998,Heavy Delay,69.4
1999,Early,14.76
2000,Early,54.72
2001,Heavy Delay,94.24
2002,Early,39.12
2003,Slight Delay,48.29
2004,Slight Delay,63.94
2005,Slight Delay,82.3
2006,On-Time,30.41
2007,Slight Delay,76.3
2008,Slight Delay,42.77
2009,Slight Delay,88.54
2010,Heavy Delay,58.84
2011,On-Time,33.95
2012,On-Time,53.51
2013,On-Time,53.46
2014,Slight Delay,47.81
2015,On-Time,62.88
2016,On-Time,44.33
2017,On-Time,45.3
2018,On-Time,31.26
2019,On-Time,33.11
2020,Slight Delay,22.07
2021,Early,30.72
2022,On-Time,34.97
2023,On-Time,62.15
2024,Early,43.56
2025,Slight Delay,68.5
2026,Slight Delay,81.1
2027,Slight Delay,60.83
2028,Heavy Delay,68.68
2029,Heavy Delay,61.6
2030,Heavy Delay,52.24
2031,On-Time,67.31
2032,Slight Delay,43.25
2033,Slight Delay,33.59
2034,Slight Delay,50.81
2035,On-Time,48.48
2036,Heavy Delay,92.44
2037,On-Time,35.93
2038,Slight Delay,79.12
2039,Slight Delay,40.61
2040,Slight Delay,83.03
2041,Slight Delay,53.5
2042,Slight Delay,71.32
2043,On-Time,20.39
2044,Heavy Delay,37.06
2045,On-Time,43.68
2046,On-Time,30.59
2047,On-Time,35.46
2048,Slight Delay,80.92
2049,On-Time,68.81
2050,Slight Delay,88.12
2051,On-Time,22.79
2052,Early,12.6
2053,Slight Delay,82.01
2054,On-Time,58.01
2055,On-Time,61.08
2056,Slight Delay,52.37
2057,Early,13.56
2058,Slight Delay,73.43
2059,Heavy Delay,48.04
2060,Early,33.54
2061,Heavy Delay,48.4
2062,Heavy Delay,42.88
2063,On-Time,58.5
2064,Heavy Delay,68.2
2065,Early,48.0
2066,Heavy Delay,66.28
2067,Early,41.34
2068,Slight Delay,63.7
2069,On-Time,58.68
2070,On-Time,17.39
2071,On-Time,51.9
2072,Heavy Delay,84.46
2073,Early,11.52
2074,On-Time,59.57
2075,Heavy Delay,51.82
2076,Early,12.18
2077,Slight Delay,40.25
2078,Slight Delay,79.97
2079,On-Time,38.63
2080,On-Time,56.93
2081,On-Time,48.77
2082,On-Time,60.83
2083,Early,6.0
2084,On-Time,53.88
2085,On-Time,31.68
2086,On-Time,41.21
2087,Early,41.58
2088,Heavy Delay,63.4
2089,Heavy Delay,40.24
2090,Heavy Delay,90.88
2091,Early,29.94
2092,Heavy Delay,83.02
2093,On-Time,57.06
2094,Slight Delay,37.37
2095,Heavy Delay,62.86
2096,On-Time,58.13
2097,On-Time,17.75
2098,Slight Delay,54.89
2099,On-Time,36.48
2100,On-Time,42.41
2101,On-Time,41.99
2102,On-Time,41.39
2103,Heavy Delay,46.6
2104,On-Time,35.7
2105,Slight Delay,93.1
2106,Heavy Delay,85.66
2107,On-Time,51.17
2108,On-Time,54.41
2109,Heavy Delay,53.08
2110,On-Time,66.23
2111,Slight Delay,52.97
2112,On-Time,53.7
2113,On-Time,20.63
2114,Heavy Delay,41.68
2115,Slight Delay,50.5
2116,Early,46.56
2117,On-Time,64.08
2118,Early,11.76
2119,Slight Delay,67.01
2120,Heavy Delay,46.0
2121,Slight Delay,38.5
2122,Heavy Delay,80.08
2123,On-Time,29.46
2124,Slight Delay,86.57
2125,Slight Delay,73.97
2126,On-Time,33.66
2127,On-Time,20.15
2128,Early,27.78
2129,On-Time,56.33
2130,Early,22.32
2131,On-Time,51.95
2132,Slight Delay,88.54
2133,Heavy Delay,81.64
2134,On-Time,60.95
2135,Slight Delay,68.03
2136,Slight Delay,50.32
2137,Early,3.96
2138,On-Time,60.53
2139,Early,49.74
2140,Heavy Delay,78.28
2141,On-Time,28.01
2142,On-Time,11.7
2143,On-Time,62.7
2144,Early,51.78
2145,Early,16.38
2146,Slight Delay,35.03
2147,Early,27.96
2148,Slight Delay,73.01
2149,Early,22.74
2150,Early,43.14
2151,Heavy Delay,34.48
2152,Heavy Delay,68.08
2153,On-Time,29.39
2154,Early,20.76
2155,Slight Delay,45.47
2156,On-Time,37.43
2157,On-Time,38.33
2158,Early,22.98
2159,On-Time,35.33
2160,Early,44.16
2161,Early,48.18
2162,Slight Delay,39.17
2163,Slight Delay,43.37
2164,Heavy Delay,78.22
2165,Early,34.2
2166,Early,5.34
2167,On-Time,55.01
2168,On-Time,69.71
2169,Slight Delay,74.99
2170,On-Time,18.17
2171,On-Time,20.1
2172,Slight Delay,87.59
2173,Early,45.96
2174,Early,16.56
2175,Slight Delay,27.83
2176,Slight Delay,58.37
2177,Slight Delay,79.01
2178,Early,38.94
2179,Slight Delay,57.83
2180,On-Time,65.93
2181,Early,31.14
2182,On-Time,10.26
2183,Slight Delay,38.03
2184,Heavy Delay,59.08
2185,Slight Delay,37.43
2186,Slight Delay,34.37
2187,Early,10.8
2188,Heavy Delay,53.08
2189,Slight Delay,85.37
2190,On-Time,49.91
2191,On-Time,52.79
2192,On-Time,15.23
2193,Early,24.36
2194,Slight Delay,62.45
2195,Slight Delay,77.03
2196,Slight Delay,71.69
2197,Slight Delay,33.89
2198,Heavy Delay,94.24
2199,Early,30.36
2200,Slight Delay,44.45
2201,On-Time,75.95
2202,Heavy Delay,70.66
2203,Slight Delay,82.61
2204,On-Time,33.66
2205,On-Time,28.08
2206,Heavy Delay,66.28
2207,Slight Delay,70.3
2208,Slight Delay,68.32
2209,Heavy Delay,95.02
2210,Slight Delay,43.54
2211,Slight Delay,87.77
2212,Slight Delay,76.43
2213,Heavy Delay,66.28
2214,Slight Delay,27.41
2215,Slight Delay,41.92
2216,On-Time,72.77
2217,Slight Delay,76.85
2218,On-Time,31.91
2219,On-Time,50.57
2220,On-Time,23.1
2221,Heavy Delay,69.22
2222,Slight Delay,73.67
2223,Slight Delay,59.14
2224,Early,48.54
2225,On-Time,31.97
2226,Slight Delay,36.47
2227,Slight Delay,68.39
2228,Early,6.12
2229,Heavy Delay,81.22
2230,On-Time,12.9
2231,On-Time,77.51
2232,Heavy Delay,56.44
2233,On-Time,24.66
2234,Slight Delay,58.01
2235,Slight Delay,21.89
2236,On-Time,53.15
2237,Heavy Delay,77.44
2238,Slight Delay,44.14
2239,Heavy Delay,80.26
2240,On-Time,30.71
2241,Slight Delay,79.61
2242,Heavy Delay,59.8
2243,On-Time,48.35
2244,On-Time,70.31
2245,Early,33.78
2246,Slight Delay,48.52
2247,Slight Delay,73.79
2248,Heavy Delay,39.28
2249,Slight Delay,73.01
2250,Heavy Delay,58.84
2251,Heavy Delay,76.6
2252,Slight Delay,71.45
2253,On-Time,13.08
