Request_ID,Created_At,Category,Status,Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude,Sentiment_Score,Delay_Minutes,Transit_Route_ID,Complaint_Text,Source,Sentiment_Label,Delay_Severity,NeedScore,Month,Quarter,Day_of_Week,Resolution_Time_Hours
1146,12-05-2025 13:00,Garbage,In Progress,6,Whitefield,35,13.05965495,77.72399698,0.23,4,170,Streetlight not working,Mobile App,positive,On-Time,26.21,5,Q2,Monday,0.066666667
1147,17-01-2025 06:00,Noise,In Progress,8,Jayanagar,102,12.91611721,77.46277411,-0.73,0,192,Overflowing garbage,Email,negative,On-Time,50.7,1,Q1,Friday,0.0
1148,04-07-2025 14:00,Streetlight,In Progress,2,HSR Layout,188,12.85808178,77.72801916,-0.59,8,140,Streetlight not working,Email,negative,On-Time,53.33,7,Q3,Friday,0.133333333
1149,17-11-2025 06:00,Water Leak,Resolved,19,Malleshwaram,131,13.05516884,77.69679445,-0.1,-4,159,Water leakage on road,Email,neutral,Early,7.38,11,Q4,Monday,-0.066666667
1150,26-06-2025 08:00,Streetlight,Resolved,9,Indiranagar,118,12.96653646,77.71031076,-0.9,23,143,Streetlight not working,Twitter,negative,Heavy Delay,92.62,6,Q2,Thursday,0.383333333
1151,30-11-2025 15:00,Garbage,Open,5,Yelahanka,195,12.99987636,77.72444803,-0.46,21,132,Streetlight not working,Twitter,negative,Heavy Delay,63.46,11,Q4,Sunday,0.35
1152,05-03-2025 09:00,Graffiti,Resolved,5,Indiranagar,95,12.93405682,77.59645398,0.41,3,165,Garbage not collected,Twitter,positive,On-Time,35.63,3,Q1,Wednesday,0.05
1153,04-03-2025 12:00,Garbage,In Progress,19,Marathahalli,55,12.8615101,77.51336549,0.84,22,181,Illegal parking,Twitter,positive,Heavy Delay,87.64,3,Q1,Tuesday,0.366666667
1154,08-10-2025 17:00,Pothole,Resolved,4,Jayanagar,9,12.94254427,77.45630723,0.86,7,122,Pothole near school,Call Center,positive,On-Time,68.15,10,Q4,Wednesday,0.116666667
1155,18-05-2025 06:00,Pothole,Open,16,Malleshwaram,69,12.97957159,77.45706448,0.04,15,163,Garbage not collected,Mobile App,neutral,Slight Delay,29.99,5,Q2,Sunday,0.25
1156,31-07-2025 21:00,Garbage,In Progress,16,HSR Layout,28,12.85292165,77.64275343,-0.38,17,105,Graffiti on wall,Email,negative,Slight Delay,53.14,7,Q3,Thursday,0.283333333
1157,11-04-2025 19:00,Noise,Resolved,16,Marathahalli,143,12.99357251,77.55118403,0.84,14,162,Broken footpath,Mobile App,positive,Slight Delay,76.61,4,Q2,Friday,0.233333333
1158,07-05-2025 18:00,Noise,Resolved,7,Whitefield,113,13.07326054,77.598769,0.57,6,142,Overflowing garbage,Mobile App,positive,On-Time,49.37,5,Q2,Wednesday,0.1
1159,07-07-2025 09:00,Water Leak,Open,18,Malleshwaram,31,12.90446013,77.48940055,0.17,-4,124,Overflowing garbage,Mobile App,neutral,Early,11.58,7,Q3,Monday,-0.066666667
1160,03-03-2025 02:00,Pothole,In Progress,1,BTM Layout,59,13.08169229,77.74265401,0.67,-3,182,Streetlight not working,Email,positive,Early,42.96,3,Q1,Monday,-0.05
1161,29-05-2025 09:00,Water Leak,Open,3,Malleshwaram,82,12.87440213,77.4889829,-0.08,7,107,Water leakage on road,Mobile App,neutral,On-Time,21.35,5,Q2,Thursday,0.116666667
1162,26-01-2025 14:00,Pothole,In Progress,8,Indiranagar,54,13.05635909,77.5834419,-0.78,15,136,Graffiti on wall,Call Center,negative,Slight Delay,74.39,1,Q1,Sunday,0.25
1163,13-08-2025 16:00,Garbage,In Progress,1,Basavanagudi,196,13.06008109,77.58300606,0.88,-5,189,Streetlight not working,Email,positive,Early,52.8,8,Q3,Wednesday,-0.083333333
1164,17-11-2025 13:00,Noise,Resolved,7,Marathahalli,175,12.91443997,77.45259157,0.07,22,192,Noise from bar at night,Call Center,neutral,Heavy Delay,41.44,11,Q4,Monday,0.366666667
1165,15-05-2025 07:00,Noise,Open,7,Indiranagar,42,13.08946085,77.65033939,0.39,14,158,Noise from bar at night,Email,positive,Slight Delay,49.61,5,Q2,Thursday,0.233333333
1166,25-10-2025 10:00,Garbage,Open,8,BTM Layout,23,12.95414968,77.61146317,-0.22,23,127,Pothole near school,Mobile App,negative,Heavy Delay,51.82,10,Q4,Saturday,0.383333333
1167,22-04-2025 03:00,Water Leak,Open,19,Yelahanka,109,12.88531402,77.59924886,-0.73,-2,152,Streetlight not working,Mobile App,negative,Early,47.94,4,Q2,Tuesday,-0.033333333
1168,29-11-2025 12:00,Water Leak,In Progress,17,Indiranagar,86,12.99792861,77.69542545,-0.46,12,170,Overflowing garbage,Mobile App,negative,Slight Delay,51.05,11,Q4,Saturday,0.2
1169,06-01-2025 10:00,Streetlight,Open,11,Malleshwaram,65,13.09915368,77.52234116,-0.91,19,154,Broken footpath,Call Center,negative,Slight Delay,87.7,1,Q1,Monday,0.316666667
1170,05-05-2025 07:00,Pothole,In Progress,15,Whitefield,89,13.07482289,77.70832904,-0.82,7,135,Water leakage on road,Mobile App,negative,On-Time,65.75,5,Q2,Monday,0.116666667
1171,28-06-2025 06:00,Water Leak,Open,9,Malleshwaram,54,12.91965071,77.7094336,-0.59,0,161,Water leakage on road,Twitter,negative,On-Time,42.3,6,Q2,Saturday,0.0
1172,24-10-2025 22:00,Garbage,Open,17,Malleshwaram,118,12.99424665,77.69805869,0.12,19,114,Illegal parking,Call Center,neutral,Slight Delay,40.3,10,Q4,Friday,0.316666667
1173,09-12-2025 22:00,Water Leak,Resolved,11,Marathahalli,105,12.87884191,77.55241933,0.99,0,153,Water leakage on road,Twitter,positive,On-Time,66.3,12,Q4,Tuesday,0.0
1174,17-11-2025 14:00,Noise,Open,6,HSR Layout,11,12.9654612,77.49876723,0.69,9,160,Pothole near school,Email,positive,On-Time,60.71,11,Q4,Monday,0.15
1175,04-10-2025 16:00,Pothole,Resolved,9,Jayanagar,63,12.98076752,77.59255313,-0.83,12,196,Garbage not collected,Twitter,negative,Slight Delay,73.25,10,Q4,Saturday,0.2
1176,16-08-2025 20:00,Graffiti,Resolved,18,Malleshwaram,22,12.92881957,77.52795232,0.68,11,153,Pothole near school,Twitter,positive,Slight Delay,62.87,8,Q3,Saturday,0.183333333
1177,08-02-2025 08:00,Streetlight,In Progress,20,Malleshwaram,182,12.97104677,77.46565446,0.07,8,168,Noise from bar at night,Call Center,neutral,On-Time,22.13,2,Q1,Saturday,0.133333333
1178,12-11-2025 04:00,Pothole,Open,2,Jayanagar,117,13.07998461,77.533841,0.32,-2,128,Streetlight not working,Email,positive,Early,23.34,11,Q4,Wednesday,-0.033333333
1179,28-12-2025 20:00,Noise,Open,4,Whitefield,164,12.97503441,77.59073849,-0.74,23,180,Noise from bar at night,Twitter,negative,Heavy Delay,83.02,12,Q4,Sunday,0.383333333
1180,21-12-2025 06:00,Noise,Open,18,Marathahalli,58,13.05774758,77.48382066,-0.21,-5,126,Illegal parking,Mobile App,negative,Early,12.6,12,Q4,Sunday,-0.083333333
1181,16-05-2025 01:00,Noise,Resolved,1,Yelahanka,20,12.92934761,77.73330012,0.77,2,180,Graffiti on wall,Mobile App,positive,On-Time,55.86,5,Q2,Friday,0.033333333
1182,23-01-2025 17:00,Noise,Open,11,BTM Layout,144,13.09285106,77.64683035,-0.15,5,167,Pothole near school,Email,neutral,On-Time,22.79,1,Q1,Thursday,0.083333333
1183,01-07-2025 02:00,Garbage,In Progress,3,BTM Layout,184,12.87336581,77.49090222,-0.75,7,111,Noise from bar at night,Twitter,negative,On-Time,61.55,7,Q3,Tuesday,0.116666667
1184,08-06-2025 18:00,Streetlight,In Progress,8,Indiranagar,93,12.99639666,77.69361926,-0.38,11,122,Garbage not collected,Call Center,negative,Slight Delay,44.87,6,Q2,Sunday,0.183333333
1185,28-10-2025 06:00,Graffiti,Open,5,Marathahalli,50,13.04747195,77.72842649,-0.56,15,149,Broken footpath,Email,negative,Slight Delay,61.19,10,Q4,Tuesday,0.25
1186,26-03-2025 16:00,Noise,Resolved,20,Basavanagudi,90,13.05351025,77.52883522,0.37,8,174,Illegal parking,Email,positive,On-Time,40.13,3,Q1,Wednesday,0.133333333
1187,18-12-2025 12:00,Noise,In Progress,5,Yelahanka,104,12.89957028,77.49297583,0.82,19,199,Noise from bar at night,Email,positive,Slight Delay,82.3,12,Q4,Thursday,0.316666667
1188,12-01-2025 07:00,Water Leak,In Progress,11,BTM Layout,194,12.95041147,77.54674265,0.47,11,175,Illegal parking,Email,positive,Slight Delay,50.27,1,Q1,Sunday,0.183333333
1189,27-05-2025 07:00,Streetlight,Resolved,12,Basavanagudi,127,13.00604904,77.69967464,0.69,14,172,Broken footpath,Mobile App,positive,Slight Delay,67.61,5,Q2,Tuesday,0.233333333
1190,15-03-2025 19:00,Pothole,In Progress,9,HSR Layout,113,12.92897068,77.50252817,0.61,18,187,Broken footpath,Call Center,positive,Slight Delay,68.32,3,Q1,Saturday,0.3
1191,01-07-2025 17:00,Streetlight,Resolved,13,Basavanagudi,74,13.014574,77.68380398,-0.97,18,181,Streetlight not working,Mobile App,negative,Slight Delay,89.92,7,Q3,Tuesday,0.3
1192,22-10-2025 13:00,Streetlight,In Progress,20,Basavanagudi,13,12.94469517,77.66487898,-0.75,-5,126,Noise from bar at night,Email,negative,Early,45.0,10,Q4,Wednesday,-0.083333333
1193,08-02-2025 08:00,Graffiti,Resolved,3,Yelahanka,15,12.93771658,77.64541001,-0.15,2,158,Broken footpath,Call Center,neutral,On-Time,18.66,2,Q1,Saturday,0.033333333
1194,08-12-2025 06:00,Streetlight,In Progress,13,HSR Layout,73,12.87701704,77.57999525,-0.78,21,108,Pothole near school,Mobile App,negative,Heavy Delay,82.66,12,Q4,Monday,0.35
1195,23-05-2025 22:00,Graffiti,Open,11,Basavanagudi,27,12.85981322,77.56003108,0.47,22,132,Garbage not collected,Twitter,positive,Heavy Delay,65.44,5,Q2,Friday,0.366666667
1196,04-07-2025 19:00,Noise,In Progress,11,Jayanagar,136,13.05881845,77.47557739,-0.86,13,169,Water leakage on road,Twitter,negative,Slight Delay,76.43,7,Q3,Friday,0.216666667
1197,06-06-2025 16:00,Noise,In Progress,20,Koramangala,198,12.97238612,77.55720674,-0.17,24,150,Water leakage on road,Email,neutral,Heavy Delay,50.2,6,Q2,Friday,0.4
1198,27-03-2025 10:00,Garbage,Open,7,Malleshwaram,178,12.99071828,77.63055254,-0.22,5,196,Water leakage on road,Twitter,negative,On-Time,26.99,3,Q1,Thursday,0.083333333
1199,18-02-2025 13:00,Graffiti,Open,17,Whitefield,88,12.94305526,77.71946276,0.09,17,139,Water leakage on road,Call Center,neutral,Slight Delay,35.74,2,Q1,Tuesday,0.283333333
1200,23-12-2025 23:00,Graffiti,Open,16,Malleshwaram,195,12.88418551,77.69993736,0.26,4,105,Illegal parking,Email,positive,On-Time,28.01,12,Q4,Tuesday,0.066666667
1201,26-03-2025 17:00,Pothole,Open,14,Indiranagar,154,12.962393,77.45966472,0.89,21,103,Garbage not collected,Twitter,positive,Heavy Delay,89.26,3,Q1,Wednesday,0.35
1202,27-09-2025 11:00,Water Leak,Resolved,1,Basavanagudi,36,12.90723927,77.49165887,-0.46,-5,102,Illegal parking,Call Center,negative,Early,27.6,9,Q3,Saturday,-0.083333333
1203,07-01-2025 01:00,Streetlight,Resolved,11,BTM Layout,149,13.05942076,77.70454639,0.33,-1,112,Overflowing garbage,Mobile App,positive,Early,25.32,1,Q1,Tuesday,-0.016666667
1204,02-07-2025 20:00,Pothole,In Progress,13,Marathahalli,52,13.09669713,77.73179551,-0.93,10,125,Noise from bar at night,Mobile App,negative,Slight Delay,76.49,7,Q3,Wednesday,0.166666667
1205,23-11-2025 08:00,Graffiti,In Progress,1,Indiranagar,139,13.07227403,77.46674265,-1.0,14,133,Streetlight not working,Call Center,,Slight Delay,86.21,11,Q4,Sunday,0.233333333
1206,26-12-2025 07:00,Pothole,In Progress,2,Yelahanka,8,12.98206857,77.66037562,-0.95,14,176,Water leakage on road,Twitter,negative,Slight Delay,83.21,12,Q4,Friday,0.233333333
1207,07-12-2025 13:00,Garbage,Resolved,9,Marathahalli,57,13.00703294,77.55971993,-0.1,22,152,Water leakage on road,Call Center,neutral,Heavy Delay,43.24,12,Q4,Sunday,0.366666667
1208,20-04-2025 16:00,Water Leak,In Progress,13,Marathahalli,110,13.08703064,77.55928707,0.11,-1,146,Water leakage on road,Call Center,neutral,Early,12.12,4,Q2,Sunday,-0.016666667
1209,07-07-2025 06:00,Graffiti,In Progress,5,Yelahanka,174,12.98467048,77.64280076,-0.99,10,107,Streetlight not working,Call Center,negative,Slight Delay,80.09,7,Q3,Monday,0.166666667
1210,02-12-2025 16:00,Graffiti,Resolved,9,Jayanagar,130,13.00964728,77.69306483,-0.21,-3,175,Broken footpath,Mobile App,negative,Early,15.36,12,Q4,Tuesday,-0.05
1211,09-11-2025 23:00,Streetlight,In Progress,13,Malleshwaram,64,13.00730738,77.53245127,-0.92,24,107,Water leakage on road,Mobile App,negative,Heavy Delay,95.2,11,Q4,Sunday,0.4
1212,18-03-2025 04:00,Water Leak,Resolved,5,Indiranagar,180,13.02703029,77.6616063,0.31,17,118,Illegal parking,Mobile App,positive,Slight Delay,48.94,3,Q1,Tuesday,0.283333333
1213,20-07-2025 05:00,Garbage,Resolved,15,Malleshwaram,193,13.01007127,77.64076289,0.26,-4,173,Streetlight not working,Twitter,positive,Early,16.98,7,Q3,Sunday,-0.066666667
1214,03-02-2025 14:00,Noise,Open,7,HSR Layout,11,13.01767635,77.6051962,0.57,11,131,Overflowing garbage,Email,positive,Slight Delay,56.27,2,Q1,Monday,0.183333333
1215,08-11-2025 22:00,Pothole,Open,14,BTM Layout,134,13.03147362,77.63072772,0.09,16,120,Noise from bar at night,Mobile App,neutral,Slight Delay,34.37,11,Q4,Saturday,0.266666667
1216,08-12-2025 18:00,Streetlight,Resolved,16,Indiranagar,96,13.05227481,77.45541601,0.25,22,163,Noise from bar at night,Mobile App,positive,Heavy Delay,52.24,12,Q4,Monday,0.366666667
1217,19-03-2025 20:00,Graffiti,Resolved,6,Yelahanka,76,12.95076374,77.45121978,-0.44,-5,122,Overflowing garbage,Call Center,negative,Early,26.4,3,Q1,Wednesday,-0.083333333
1218,25-11-2025 06:00,Noise,Open,2,Basavanagudi,64,13.0364585,77.61513157,-0.83,10,190,Water leakage on road,Twitter,negative,Slight Delay,70.49,11,Q4,Tuesday,0.166666667
1219,26-08-2025 02:00,Garbage,In Progress,16,Indiranagar,101,12.87505094,77.60723254,0.47,21,188,Pothole near school,Call Center,positive,Heavy Delay,64.06,8,Q3,Tuesday,0.35
1220,23-11-2025 03:00,Water Leak,In Progress,19,Indiranagar,93,13.06904703,77.47140056,0.22,17,170,Illegal parking,Call Center,positive,Slight Delay,43.54,11,Q4,Sunday,0.283333333
1221,15-08-2025 05:00,Pothole,In Progress,5,Koramangala,183,12.92251108,77.5976079,0.88,18,141,Pothole near school,Call Center,positive,Slight Delay,84.52,8,Q3,Friday,0.3
1222,29-05-2025 12:00,Streetlight,Resolved,4,Yelahanka,44,12.95086508,77.67725863,0.98,24,134,Noise from bar at night,Call Center,positive,Heavy Delay,98.8,5,Q2,Thursday,0.4
1223,27-02-2025 21:00,Graffiti,Open,14,Yelahanka,142,13.0509026,77.61236073,0.69,-4,101,Streetlight not working,Mobile App,positive,Early,42.78,2,Q1,Thursday,-0.066666667
1224,31-10-2025 02:00,Graffiti,In Progress,6,Malleshwaram,83,13.00924676,77.60528429,0.97,14,191,Overflowing garbage,Twitter,positive,Slight Delay,84.41,10,Q4,Friday,0.233333333
1225,04-02-2025 08:00,Noise,Open,8,BTM Layout,133,12.927157,77.66537254,0.29,1,170,Overflowing garbage,Mobile App,positive,On-Time,25.68,2,Q1,Tuesday,0.016666667
1226,05-04-2025 09:00,Noise,Open,3,Yelahanka,99,12.90634978,77.50155326,-0.82,5,175,Noise from bar at night,Email,negative,On-Time,62.99,4,Q2,Saturday,0.083333333
1227,09-02-2025 00:00,Pothole,Resolved,4,Whitefield,25,13.08942861,77.58724416,-0.82,0,151,Broken footpath,Call Center,negative,On-Time,56.1,2,Q1,Sunday,0.0
1228,24-09-2025 18:00,Water Leak,In Progress,1,Yelahanka,178,12.87194409,77.49441436,0.61,-4,116,Illegal parking,Mobile App,positive,Early,37.98,9,Q3,Wednesday,-0.066666667
1229,10-06-2025 05:00,Garbage,Open,2,Whitefield,102,12.85108378,77.60715209,-0.53,8,185,Water leakage on road,Twitter,negative,On-Time,49.73,6,Q2,Tuesday,0.133333333
1230,16-03-2025 20:00,Water Leak,Resolved,13,Basavanagudi,73,13.01823373,77.62758243,-0.88,-2,108,Streetlight not working,Email,negative,Early,56.94,3,Q1,Sunday,-0.033333333
1231,10-12-2025 13:00,Water Leak,Resolved,9,BTM Layout,122,13.00361861,77.48650199,-0.06,13,151,Streetlight not working,Mobile App,neutral,Slight Delay,28.43,12,Q4,Wednesday,0.216666667
1232,28-10-2025 14:00,Water Leak,Resolved,12,Jayanagar,71,13.03440349,77.47265456,-0.37,19,102,Water leakage on road,Mobile App,negative,Slight Delay,55.3,10,Q4,Tuesday,0.316666667
1233,31-01-2025 06:00,Pothole,In Progress,10,Indiranagar,117,13.03290846,77.50002008,0.18,16,121,Graffiti on wall,Email,neutral,Slight Delay,39.77,1,Q1,Friday,0.266666667
1234,25-04-2025 00:00,Pothole,In Progress,10,BTM Layout,82,13.06581478,77.62590129,0.2,23,153,Graffiti on wall,Twitter,neutral,Heavy Delay,50.62,4,Q2,Friday,0.383333333
1235,21-03-2025 17:00,Garbage,Resolved,18,Malleshwaram,130,13.08052715,77.50688575,0.36,22,135,Streetlight not working,Email,positive,Heavy Delay,58.84,3,Q1,Friday,0.366666667
1236,16-11-2025 01:00,Water Leak,In Progress,12,Indiranagar,116,13.04375615,77.53257299,0.15,-4,138,Garbage not collected,Email,neutral,Early,10.38,11,Q4,Sunday,-0.066666667
1237,13-04-2025 18:00,Pothole,In Progress,16,Whitefield,10,12.9080732,77.66076378,-0.24,-4,117,Streetlight not working,Call Center,negative,Early,15.78,4,Q2,Sunday,-0.066666667
1238,01-11-2025 16:00,Garbage,Open,6,Marathahalli,130,12.96587404,77.52450345,-0.95,7,180,Broken footpath,Call Center,negative,On-Time,73.55,11,Q4,Saturday,0.116666667
1239,08-12-2025 10:00,Graffiti,Resolved,10,BTM Layout,60,13.01042881,77.5692581,0.81,7,126,Noise from bar at night,Email,positive,On-Time,65.15,12,Q4,Monday,0.116666667
1240,26-11-2025 10:00,Garbage,Resolved,15,Malleshwaram,45,12.98484132,77.72865361,-0.35,-3,198,Pothole near school,Call Center,negative,Early,23.76,11,Q4,Wednesday,-0.05
1241,23-07-2025 04:00,Water Leak,In Progress,9,Whitefield,136,12.88972438,77.69749898,0.01,15,195,Illegal parking,Twitter,neutral,Slight Delay,28.19,7,Q3,Wednesday,0.25
1242,31-10-2025 15:00,Streetlight,Resolved,2,Malleshwaram,186,12.99731826,77.52664168,0.11,22,166,Overflowing garbage,Mobile App,neutral,Heavy Delay,43.84,10,Q4,Friday,0.366666667
1243,07-02-2025 04:00,Water Leak,Resolved,18,Malleshwaram,119,13.07163216,77.62927274,-0.37,0,112,Broken footpath,Email,negative,On-Time,29.1,2,Q1,Friday,0.0
1244,14-07-2025 19:00,Streetlight,Resolved,12,Malleshwaram,7,12.95462931,77.64974133,-0.38,15,116,Graffiti on wall,Call Center,negative,Slight Delay,50.39,7,Q3,Monday,0.25
1245,22-03-2025 13:00,Garbage,In Progress,3,BTM Layout,72,13.01723321,77.72007245,-0.48,22,160,Overflowing garbage,Twitter,negative,Heavy Delay,66.04,3,Q1,Saturday,0.366666667
1246,27-02-2025 12:00,Graffiti,In Progress,7,Marathahalli,21,13.00398357,77.6142402,-0.51,11,117,Pothole near school,Twitter,negative,Slight Delay,52.67,2,Q1,Thursday,0.183333333
1247,23-02-2025 18:00,Graffiti,In Progress,9,Whitefield,97,12.94426078,77.61838606,-0.94,23,116,Garbage not collected,Twitter,negative,Heavy Delay,95.02,2,Q1,Sunday,0.383333333
1248,10-03-2025 08:00,Pothole,Open,8,Jayanagar,47,12.9913178,77.71653416,0.92,-5,155,Garbage not collected,Email,positive,Early,55.2,3,Q1,Monday,-0.083333333
1249,09-11-2025 02:00,Graffiti,Resolved,6,Whitefield,1,12.90255301,77.46631453,0.19,1,147,Garbage not collected,Call Center,neutral,On-Time,19.68,11,Q4,Sunday,0.016666667
1250,20-02-2025 18:00,Noise,Open,1,Yelahanka,140,12.98652681,77.6384424,-0.78,24,115,Overflowing garbage,Twitter,negative,Heavy Delay,86.8,2,Q1,Thursday,0.4
1251,29-07-2025 00:00,Garbage,In Progress,14,Indiranagar,176,13.0497074,77.57499476,0.18,20,185,Streetlight not working,Call Center,neutral,Heavy Delay,45.28,7,Q3,Tuesday,0.333333333
1252,14-10-2025 17:00,Pothole,Open,16,Marathahalli,128,13.03973694,77.72292902,-0.54,24,124,Graffiti on wall,Mobile App,negative,Heavy Delay,72.4,10,Q4,Tuesday,0.4
1253,09-02-2025 18:00,Graffiti,Resolved,16,BTM Layout,94,12.93948864,77.73816208,-0.38,1,164,Garbage not collected,Twitter,negative,On-Time,31.08,2,Q1,Sunday,0.016666667
1254,31-10-2025 19:00,Garbage,Resolved,4,Koramangala,132,12.8780213,77.50107418,0.6,7,126,Broken footpath,Twitter,positive,On-Time,52.55,10,Q4,Friday,0.116666667
1255,10-02-2025 14:00,Water Leak,In Progress,6,Jayanagar,34,13.04998564,77.53444054,0.77,20,113,Noise from bar at night,Call Center,positive,Heavy Delay,80.68,2,Q1,Monday,0.333333333
1256,22-06-2025 05:00,Graffiti,In Progress,15,Indiranagar,87,12.91625977,77.53203737,0.4,16,191,Illegal parking,Call Center,positive,Slight Delay,52.97,6,Q2,Sunday,0.266666667
1257,12-08-2025 18:00,Streetlight,Open,8,Koramangala,32,12.86326094,77.48018829,0.87,3,199,Pothole near school,Call Center,positive,On-Time,63.23,8,Q3,Tuesday,0.05
1258,15-06-2025 12:00,Garbage,In Progress,1,Yelahanka,3,12.96129824,77.59488317,0.81,12,149,Streetlight not working,Mobile App,positive,Slight Delay,72.05,6,Q2,Sunday,0.2
1259,09-08-2025 15:00,Pothole,Open,13,Whitefield,68,13.03486763,77.60392442,0.1,-5,195,Broken footpath,Email,neutral,Early,6.0,8,Q3,Saturday,-0.083333333
1260,09-12-2025 20:00,Water Leak,Resolved,18,Whitefield,57,13.05212334,77.62189348,0.82,5,128,Noise from bar at night,Call Center,positive,On-Time,62.99,12,Q4,Tuesday,0.083333333
1261,06-05-2025 20:00,Noise,Resolved,18,Marathahalli,114,13.09555054,77.64888751,0.09,16,180,Garbage not collected,Twitter,neutral,Slight Delay,34.37,5,Q2,Tuesday,0.266666667
1262,18-06-2025 04:00,Water Leak,Resolved,13,BTM Layout,152,12.89735192,77.46887524,-0.79,16,127,Graffiti on wall,Mobile App,negative,Slight Delay,76.37,6,Q2,Wednesday,0.266666667
1263,31-07-2025 04:00,Graffiti,Resolved,14,BTM Layout,33,12.92344871,77.63674506,0.66,19,120,Pothole near school,Call Center,positive,Slight Delay,72.7,7,Q3,Thursday,0.316666667
1264,07-08-2025 01:00,Streetlight,Resolved,11,Indiranagar,131,13.00237262,77.72414279,-0.74,5,123,Broken footpath,Call Center,negative,On-Time,58.19,8,Q3,Thursday,0.083333333
1265,14-01-2025 05:00,Water Leak,Open,7,HSR Layout,132,13.05283592,77.58649729,-0.37,4,145,Graffiti on wall,Twitter,negative,On-Time,34.61,1,Q1,Tuesday,0.066666667
1266,10-04-2025 20:00,Noise,Resolved,18,Yelahanka,30,12.90851876,77.48201373,-0.24,11,159,Streetlight not working,Twitter,negative,Slight Delay,36.47,4,Q2,Thursday,0.183333333
1267,01-04-2025 02:00,Pothole,Open,4,HSR Layout,70,12.95247861,77.47578321,0.61,21,198,Graffiti on wall,Call Center,positive,Heavy Delay,72.46,4,Q2,Tuesday,0.35
1268,25-04-2025 09:00,Garbage,Resolved,17,Malleshwaram,49,12.95210017,77.53452568,-0.83,11,119,Pothole near school,Mobile App,negative,Slight Delay,71.87,4,Q2,Friday,0.183333333
1269,08-03-2025 07:00,Streetlight,Open,19,Jayanagar,30,13.04323418,77.67575739,-0.11,6,151,Overflowing garbage,Call Center,neutral,On-Time,21.77,3,Q1,Saturday,0.1
1270,15-09-2025 15:00,Noise,Open,14,Whitefield,82,12.91023305,77.5282999,-0.13,24,121,Garbage not collected,Email,neutral,Heavy Delay,47.8,9,Q3,Monday,0.4
1271,13-06-2025 18:00,Graffiti,Open,10,Indiranagar,144,13.09218964,77.69429927,0.16,22,167,Garbage not collected,Mobile App,neutral,Heavy Delay,46.84,6,Q2,Friday,0.366666667
1272,24-02-2025 16:00,Graffiti,In Progress,6,HSR Layout,181,12.97761595,77.69589774,-0.29,4,115,Water leakage on road,Twitter,negative,On-Time,29.81,2,Q1,Monday,0.066666667
1273,29-06-2025 15:00,Graffiti,Open,18,Marathahalli,134,12.92051671,77.58713355,0.15,6,120,Overflowing garbage,Twitter,neutral,On-Time,24.17,6,Q2,Sunday,0.1
1274,01-11-2025 18:00,Streetlight,Open,4,Basavanagudi,24,12.92107101,77.54023665,0.97,0,143,Water leakage on road,Mobile App,positive,On-Time,65.1,11,Q4,Saturday,0.0
1275,10-04-2025 07:00,Water Leak,Resolved,11,BTM Layout,115,12.854575,77.62930015,-0.86,15,161,Illegal parking,Mobile App,negative,Slight Delay,79.19,4,Q2,Thursday,0.25
1276,15-05-2025 23:00,Streetlight,Open,13,Whitefield,92,13.02310772,77.69315904,0.75,21,120,Broken footpath,Twitter,positive,Heavy Delay,80.86,5,Q2,Thursday,0.35
1277,31-03-2025 03:00,Graffiti,Open,8,Indiranagar,156,13.04398708,77.46937124,-0.38,0,110,Noise from bar at night,Email,negative,On-Time,29.7,3,Q1,Monday,0.0
1278,13-03-2025 00:00,Noise,In Progress,10,Koramangala,21,12.85810694,77.73602706,-0.07,0,159,Garbage not collected,Mobile App,neutral,On-Time,11.1,3,Q1,Thursday,0.0
1279,16-10-2025 12:00,Garbage,Resolved,11,Jayanagar,8,12.99648363,77.64377008,0.48,23,136,Pothole near school,Twitter,positive,Heavy Delay,67.42,10,Q4,Thursday,0.383333333
1280,16-01-2025 02:00,Garbage,In Progress,3,Malleshwaram,36,13.04541817,77.56944433,0.82,14,143,Broken footpath,Call Center,positive,Slight Delay,75.41,1,Q1,Thursday,0.233333333
1281,19-04-2025 12:00,Streetlight,In Progress,15,Marathahalli,124,12.94406001,77.60180577,-0.98,20,121,Overflowing garbage,Mobile App,negative,Heavy Delay,93.28,4,Q2,Saturday,0.333333333
1282,28-06-2025 14:00,Graffiti,In Progress,8,Yelahanka,9,12.9581854,77.56567775,0.32,2,183,Broken footpath,Email,positive,On-Time,28.86,6,Q2,Saturday,0.033333333
1283,05-06-2025 18:00,Pothole,Open,20,Marathahalli,40,12.94040622,77.57378331,-0.86,-1,165,Garbage not collected,Mobile App,negative,Early,57.12,6,Q2,Thursday,-0.016666667
1284,13-04-2025 21:00,Streetlight,In Progress,18,Malleshwaram,179,12.92891268,77.62868498,0.05,0,142,Streetlight not working,Email,neutral,On-Time,9.9,4,Q2,Sunday,0.0
1285,19-07-2025 19:00,Graffiti,In Progress,1,Basavanagudi,129,12.97278543,77.46807215,0.5,-4,174,Overflowing garbage,Twitter,positive,Early,31.38,7,Q3,Saturday,-0.066666667
1286,14-09-2025 06:00,Water Leak,Resolved,8,Yelahanka,191,12.89152517,77.50261314,-0.66,11,120,Noise from bar at night,Mobile App,negative,Slight Delay,61.67,9,Q3,Sunday,0.183333333
